OrderId,OrderTime,OrderDay,OrderTime(H:M),ShipPrefecture,ShipCity,Title,Brand,Condition,Category,Color,Season,TotalPrice（商品合計金額）,Total（請求金額）,Total（請求金額＊ポイント含まない）,UnitPrice（単価）,UsePoint（利用ポイント金額）,TotalMallCouponDiscount（クーポン値引金額）,ShipCharge（送料）,
10000161,6/13/22 22:40,2022/06/13,22:40,千葉県,柏市,S新同【LIMI feuリミフゥ】黒*チェック柄スカート*大きいサイズF,リミフゥ,,ボトムス,黒,,5580,5580,5580,4980,0,0,600,
10000160,6/12/22 15:08,2022/06/12,15:08,神奈川県,足柄下郡箱根町,M美品【ドロテビス】美彩*可憐フリル*素敵セットアップスカート9,ドロテビス,美品,スーツ,,,4400,4300,4300,3800,0,-100,600,
10000159,6/12/22 9:31,2022/06/12,09:31,東京都,北区,美品*伊太利屋*茶*レオパード美柄*素敵シフォンワイドパンツ9,伊太利屋,美品,ボトムス,茶,,6499,6499,6499,5899,0,0,600,
10000158,6/11/22 22:27,2022/06/11,22:27,東京都,府中市,M美品/B3/ビースリー/ピンクベージュ/ストレッチ/魔法の美脚パンツ/32/9/春秋,ビースリー,美品,ボトムス,ベージュ,春秋,4810,4610,4610,4210,0,-200,600,
10000157,6/10/22 20:32,2022/06/10,20:32,石川県,金沢市,美品/ロートレアモン LAUTRE AMONT 美形ストレッチスカート 3号表記(11号Lサイズ相当) 茶/ブラウン 春秋向け 伸縮 ボトムス レディース,ロートレアモン,美品,ボトムス,ブラウン,春秋,12430,12430,12430,7150,0,0,0,
10000157,6/10/22 20:32,2022/06/10,20:32,石川県,金沢市,新品同様/ビースリー B-Three B3 クロップドパンツ 表記36号 W69～72 11号相当 黒系 ブラック ストレッチ 薄手 春 夏 ボトムス レディース,ビースリー,新品同様,ボトムス,ブラック,夏,12430,12430,12430,5280,0,0,0,
10000156,6/9/22 13:16,2022/06/09,13:16,神奈川県,横浜市青葉区,美品/BC/ビスケー/ベージュ/ドルマン/半袖ニットカーディガン9,ビスケー,美品,トップス,ベージュ,,6080,6080,6080,5480,0,0,600,
10000155,6/8/22 17:55,2022/06/08,17:55,広島県,広島市西区己斐東,M美品/昭和レトロ/茶/大人抽象柄/透け感/ゆったりワンピース/11号（40号/Ｌ相当）/春夏/レディース,ノーブランド,美品,ワンピース,茶,春夏,4710,4710,4710,4110,0,0,600,
10000154,6/7/22 1:53,2022/06/07,01:53,静岡県,裾野市,M美品/ヨシエイナバ L'EQUIPE YOSHIE INABA ゆったりロングパンツ 表記9号(38号/M相当) 黒/ブラック 薄手 春夏向け ボトムス レディース,ヨシエイナバ,美品,ボトムス,ブラック,春夏,5800,5600,5600,5200,0,-200,600,
10000153,6/5/22 11:16,2022/06/05,11:16,熊本県,上益城郡益城町,美品/アリスバーリー Aylesbury ワンピース 表記11号 L相当 黒系 黒 ブラック シフォン 7分袖 透け感 ノーカラー 膝丈 春 夏 レディース,アリスバーリー,美品,ワンピース,ブラック,夏,9400,9400,9400,8800,0,0,600,
10000152,6/5/22 1:18,2022/06/05,01:18,兵庫県,神戸市兵庫区,美品/インディヴィ INDIVI 美形スカートスーツ 表記40号(L相当) 炭黒色系 ストライプ柄 薄手ウール 通勤 春秋向け セットアップ レディース,インディヴィ,美品,スーツ,黒,春秋,16500,16500,16500,16500,0,0,0,
10000151,6/4/22 22:15,2022/06/04,22:15,茨城県,古河市,M美品/ロイスクレヨン Lois CRAYON 花柄フレアスカート 大きいサイズ13号(LL相当) 黒/ブラック 絹シルク100% 春夏向け ボトムス レディース,ロイスクレヨン,美品,ボトムス,ブラック,春夏,6899,6899,6899,6299,0,0,600,
10000150,6/4/22 21:59,2022/06/04,21:59,東京都,足立区,M美品/ローラアシュレイ LAURA ASHLEY 麻スカート 大きいサイズ表記13号(LL相当) ベージュ カットワークレース 春夏向 ボトムス レディース,ローラアシュレイ,美品,ボトムス,ベージュ,春夏,7900,7900,7900,7300,0,0,600,
10000149,6/3/22 17:29,2022/06/03,17:29,大阪府,門真市脇田町,S美品【バレンシアガ】ブラウン系*透け感*リボンカーディガン*38,バレンシアガ,美品,トップス,ブラウン,,4400,4400,4400,3800,0,0,600,
10000148,6/3/22 7:06,2022/06/03,07:06,愛知県,名古屋市,新品同様/ビースリー B3 美脚ストレッチパンツ 表記2号(9号/M相当) グレー ジグザグ柄 お出掛け 春夏向け ボトムス レディース,ビースリー,新品同様,ボトムス,グレー,春夏,8520,8520,8520,7920,0,0,600,
10000147,6/2/22 10:56,2022/06/02,10:56,富山県,富山市,A美品/ロシャス ROCHAS レリアン 素敵なスカートスーツ 大きいサイズ 表記13号(LL相当) ベージュ ウール素材 美レース 秋冬向け レディース,ロシャス,美品,スーツ,ベージュ,秋冬,24800,24800,24800,24800,0,0,0,
10000146,6/1/22 17:07,2022/06/01,17:07,埼玉県,さいたま市大宮区,H美品/23区 大人シフォンプリーツカットソー 表記40号(11号Lサイズ相当) オフホワイト 春夏向け 透け感 お食事会 トップス レディース,23区,美品,トップス,ホワイト,春夏,6100,6100,6100,5500,0,0,600,
10000145,6/1/22 12:05,2022/06/01,12:05,大阪府,門真市脇田町,Ａ美品/プランテーション Plantation お洒落なフレアスカート 表記M(9号相当) 茶色/ブラウン 繊細プリーツ 春夏向け ボトムス レディース,プランテーション,美品,ボトムス,ブラウン,春夏,6100,6100,6100,5500,0,0,600,
10000144,5/31/22 7:36,2022/05/31,07:36,愛知県,名古屋市北区,新品同様/バナナリパブリック BANANA REPUBLIC 大人なシャツワンピース 表記2号(9号相当) 黒 白 美花柄 お出掛け 春夏向け レディース,バナナリパブリック,新品同様,ワンピース,黒,春夏,11330,11130,11130,11330,0,-200,0,
10000143,5/30/22 12:49,2022/05/30,12:49,東京都,品川区,美品/J.プレス J PRESS ワンピース 表記9号 M相当 紺 ネイビー レース 綿100 コットン 半袖 前開き 襟付き クラシカル 春 夏 レディース,J.プレス,美品,ワンピース,ネイビー,夏,8520,8520,8520,7920,0,0,600,
10000142,5/29/22 22:50,2022/05/29,22:50,福島県,いわき市,M美品/Rene/ルネ/グレー/リボン/薄地/ウール/美形スカート/38/11/春夏,ルネ,美品,ボトムス,グレー,春夏,5595,5395,5395,4995,0,-200,600,
10000141,5/29/22 13:06,2022/05/29,13:06,千葉県,成田市,A美品*TALBOTS*タルボット*白*美形コットンカットソーL,タルボット,美品,トップス,白,,1599,1599,1599,999,0,0,600,
10000140,5/27/22 13:57,2022/05/27,13:57,茨城県,ひたちなか市,M美品/マンシングウエア Munsingwear 美脚ストレッチパンツ 表記11号(L相当) 黒/ブラック 艶感 ペンギン刺繍 春秋冬向 ボトムス レディース,マンシングウエア,美品,ボトムス,ブラック,秋冬,6600,6600,6600,6000,0,0,600,
10000139,5/26/22 21:42,2022/05/26,21:42,東京都,文京区,M新品/ピッコーネ PICONE 美脚ストレッチパンツ 表記40号(11号/L相当) アイボリー 通勤 シンプル ロゴ入釦 秋冬向け ボトムス レディース,ピッコーネ,新品,ボトムス,アイボリー,秋冬,6900,6700,6700,6300,0,-200,600,
10000138,5/23/22 22:55,2022/05/23,22:55,長野県,南佐久郡小海町,M新品同様/ハナエモリ HANAE MORI 上品ブラウス 小さいサイズ 表記7号(36号/S相当) 黒/ブラック リボン 長袖 春秋向け トップス レディース,ハナエモリ,新品同様,トップス,ブラック,春秋,4810,4810,4810,4210,0,0,600,
10000137,5/23/22 16:39,2022/05/23,16:39,福岡県,京都郡苅田町,美品/スペッチオ SPECCHIO ロングコート 表記40号 11号 L相当 黒 ブラック 中綿入 しわ感 ふっくら 軽い 暖かい 秋 冬 アウター レディース,スペッチオ,美品,アウター,ブラック,秋,22000,20500,20500,22000,0,-1500,0,
10000136,5/22/22 14:36,2022/05/22,14:36,大阪府,大阪市都島区都島本通,美品/ボールジー Ballsey 美揺フレアスカート 小さいサイズ 表記32号(XXS相当) ブラウンベージュ系 シンプル 春夏秋向 ボトムス レディース,ボールジー,美品,ボトムス,ベージュ,春夏,8300,8300,8300,7700,0,0,600,
10000135,5/21/22 23:53,2022/05/21,23:53,埼玉県,川越市,美品/ジュンアシダ jun ashida ワンピース 表記11号 L相当 青緑 青系 ブルー 半袖 綿100 コットン クラシカル ノーカラー 春 夏 レディース,ジュンアシダ,美品,ワンピース,ブルー,夏,19800,19800,19800,19800,0,0,0,
10000134,5/19/22 21:07,2022/05/19,21:07,神奈川県,川崎市宮前区小台,新品同様/ハナホウ Hanahou 大人ムームードレス 大きめ表記L号(11号/13号相当) 茶/ブラウン リゾート着 フラダンス 春夏向け レディース,ハナホウ,新品同様,ワンピース,ブラウン,春夏,6100,6100,6100,5500,0,0,600,
10000133,5/19/22 11:13,2022/05/19,11:13,愛知県,名古屋市東区,Ａ新品同様/詩仙堂 ヒトシタムラ 上品なチュニック ブラウス (11号相当) 赤/レッド ちりめん素材 古風なデザイン 美花柄 春夏 トップス,詩仙堂,新品同様,トップス,レッド,春夏,15800,15800,15800,15800,0,0,0,
10000132,5/19/22 4:29,2022/05/19,04:29,東京都,新宿区西新宿,新品同様*アルドリッジ*黒*フード付ロングニットカーディガン38,アルドリッジ,新品同様,トップス,黒,,7400,7400,7400,6800,0,0,600,
10000131,5/18/22 22:56,2022/05/18,22:56,東京都,江東区,A美品/モガ MOGA 大人シフォンワンピース 表記2号(9号/M相当) 白 黒 ボタニカル柄 美フリル お出掛け お食事会 春夏向け レディース,モガ,美品,ワンピース,黒,春夏,6100,6100,6100,5500,0,0,600,
10000130,5/18/22 16:56,2022/05/18,16:56,福島県,福島市,H美品/ジェイアンドアール J&R 優雅上質ウール100%ジャケット 表記36号(9号Ｍ相サイズ当) 黒/ブラック 秋冬向け アウター レディース,ジェイアンドアール,美品,アウター,ブラック,秋冬,26800,26800,26800,26800,0,0,0,
10000129,5/17/22 20:59,2022/05/17,20:59,新潟県,魚沼市,M新品同様/お洒落リバーシブルスカート 表記M(9号/38号相当) 黒/ブラック 繊細プリーツ加工 シフォン素材 春夏向け ボトムス レディース,お洒落リバーシブルスカート,新品同様,ボトムス,ブラック,春夏,6100,6100,6100,5500,0,0,600,
10000128,5/17/22 5:23,2022/05/17,05:23,富山県,富山市,M新品同様/マーガレットハウエル MARGARET HOWELL デニム調スカート 小さいサイズ 表記1号(7号/S相当) 毛&麻素材 春秋 ボトムス レディース,マーガレットハウエル,新品同様,ボトムス,,春秋,12111,12111,12111,12111,0,0,0,
10000127,5/17/22 5:16,2022/05/17,05:16,千葉県,大網白里市季美の森南,Ａ新品同様/ハーモニカ HARMONICA 清楚な美揺れフレアスカート 表記M号(9号相当) オフ白 シフォン素材 美花柄 春夏 ボトムス レディース,ハーモニカ,新品同様,ボトムス,白,春夏,7400,7400,7400,6800,0,0,600,
10000126,5/17/22 1:03,2022/05/17,01:03,東京都,世田谷区南烏山,Ａ美品/シャミーロイヤル chamois Royal 素敵なウールニット 表記9号(38号/Ｍ相当) グレー アンゴラ混 ブロック柄 ラメ入り 秋冬 トップス,シャミーロイヤル,美品,トップス,グレー,秋冬,6800,6800,6800,6200,0,0,600,
10000125,5/16/22 20:48,2022/05/16,20:48,千葉県,木更津市,M美品*NOVESPAZIO/ノーベスパジオ/黒/ブラック/ピンストライプ/上品ロングスカート/38/小さいサイズ7/9,ノーベスパジオ,美品,ボトムス,ブラック,,5600,5600,5600,5000,0,0,600,
10000124,5/15/22 17:25,2022/05/15,17:25,埼玉県,さいたま市岩槻区,美品/アマカ AMACA 花柄ロングブラウス/チュニック 表記38号(9号/M相当) 白/ホワイト系 綿コットン100% 長袖 春夏向 トップス レディース,アマカ,美品,トップス,ホワイト,春夏,8300,8300,8300,7700,0,0,600,
10000123,5/15/22 0:10,2022/05/15,00:10,福岡県,福岡市博多区,美品/ザラ ZARA 美揺フレアスカート 表記S(小さいサイズ7号～9号相当) 白/ホワイト 花柄 綿コットン素材 春夏秋向け ボトムス レディース,ザラ,美品,ボトムス,ホワイト,春夏,7750,7750,7750,7150,0,0,600,
10000122,5/12/22 11:08,2022/05/12,11:08,山形県,山形市,美品/ジュンアシダ jun ashida 大人ジャケット 大きいサイズ 表記13号(LL相当) 黒/ブラック 絹シルク 毛ウール 春秋向 アウター レディース,ジュンアシダ,美品,アウター,ブラック,春秋,19800,19800,19800,19800,0,0,0,
10000121,5/12/22 7:30,2022/05/12,07:30,長野県,佐久市,新品同様/スペッチオ SPECCHIO 大人な変形ブラウス 表記40号(11号相当) 黒/ブラック 総プリーツ お出掛け 春夏向け トップス レディース,スペッチオ,新品同様,トップス,ブラック,春夏,11550,11550,11550,11550,0,0,0,
10000120,5/10/22 16:26,2022/05/10,16:26,神奈川県,横浜市中区,新品同様/イッセイミヤケ ISSEY MIYAKE 大人タイトスカート 小さいサイズ 表記S(7号相当) グレー 総プリーツ 春夏向け ボトムス レディース,イッセイミヤケ,新品同様,ボトムス,グレー,春夏,22550,22550,22550,22550,0,0,0,
10000119,5/2/22 10:42,2022/05/02,10:42,神奈川県,横浜市栄区,美品/バーニーズニューヨーク BARNEYS NEWYORK ロング ワンピース 9号 M相当 黒 ブラック ノーカラー 長袖 薄手 シンプル 春 夏 レディース,バーニーズニューヨーク,美品,ワンピース,ブラック,夏,12650,12650,12650,12650,0,0,0,
10000118,4/28/22 23:46,2022/04/28,23:46,千葉県,千葉市若葉区,美品/セオリー theory 美形タイトスカート 表記2号(9号/M相当) 黒/ブラック 薄手ウール混 シンプル 膝丈 春夏向け ボトムス レディース,セオリー,美品,ボトムス,ブラック,春夏,14080,14080,14080,14080,0,0,0,
10000117,4/25/22 14:23,2022/04/25,14:23,東京都,町田市高ケ坂,新品同様/ハーモニカ HARMONICA カットワークレースワンピース 大きいサイズ 表記XL(13号相当) 黒/ブラック ノースリーブ 春夏 レディース,ハーモニカ,新品同様,ワンピース,ブラック,春夏,13200,12540,12540,13200,0,-660,0,
10000116,4/16/22 15:06,2022/04/16,15:06,東京都,練馬区,美品/ボールジー Ballsey 美揺フレアスカート 小さいサイズ 表記32号(XXS相当) 黒/ブラック シンプル 春夏秋向け ボトムス レディース,ボールジー,美品,ボトムス,ブラック,春夏,8300,8300,8300,7700,0,0,600,
10000115,4/13/22 12:46,2022/04/13,12:46,京都府,宇治市,美品/バーニーズニューヨーク BARNEYS NEWYORK 美脚クロップドパンツ 表記38号(M相当) 白/ホワイト 綿コットン混 春夏 ボトムス レディース,バーニーズニューヨーク,美品,ボトムス,ホワイト,春夏,8300,8100,8100,7700,0,-200,600,
10000114,4/11/22 23:26,2022/04/11,23:26,神奈川県,横浜市緑区,美品/ナラカミーチェ NARACAMICIE ブラウス 表記1号 Ｍ相当 パープルピンク系 シフォン 透け感 長袖 リボン 比翼 春夏 トップス レディース,ナラカミーチェ,美品,トップス,ピンク,春夏,7200,7200,7200,6600,0,0,600,
10000113,4/7/22 22:45,2022/04/07,22:45,北海道,札幌市厚別区,新品/コムサイズム COMME CA ISM 素敵フリンジ付スカートスーツ 表記L(11号相当) 黒 白 毛ウール100% 秋冬向け セットアップ レディース,コムサイズム,新品,スーツ,黒,秋冬,15400,14630,14630,15400,0,-770,0,
10000112,4/7/22 15:41,2022/04/07,15:41,東京都,多摩市聖ヶ丘,新品同様/シビラ Sybilla お洒落ウールコート 表記M(9号相当) 黒/ブラック お花デザイン トグルボタン お出掛け 秋冬 アウター レディース,シビラ,新品同様,アウター,ブラック,秋冬,20680,20680,20680,20680,0,0,0,
10000111,4/6/22 20:47,2022/04/06,20:47,静岡県,浜松市浜北区小松,新品/ヴィアファブリカ Via Faburrica カットソー 表記M～L 9号 11号相当 黒 ブラック 総レース 花柄 透け感 春 夏 トップス レディース,ヴィアファブリカ,新品,トップス,ブラック,夏,6100,6100,6100,5500,0,0,600,
10000110,3/29/22 14:36,2022/03/29,14:36,東京都,日野市,美品/クリッツィア EVEX by KRIZIA スカート 表記42号 11号 L相当 ベージュ しわ感 フレア グラデーション 薄手 春 夏 ボトムス レディース,クリッツィア,美品,ボトムス,ベージュ,夏,8080,8080,8080,7480,0,,600,
10000109,3/28/22 23:14,2022/03/28,23:14,千葉県,船橋市,美品/プリーツプリーズ PLEATS PLEASE イッセイミヤケ 襟付き ブラウス プリーツ素材 表記3号 L相当 黒 ブラック 春夏 トップス レディース,プリーツプリーズ,美品,トップス,ブラック,春夏,21450,21450,21450,21450,0,0,0,
10000108,3/28/22 23:13,2022/03/28,23:13,千葉県,船橋市,美品/プリーツプリーズ PLEATS PLEASE イッセイミヤケ カットソー プリーツ素材 表記3号 L相当 黒 ブラック 春夏 長袖 トップス レディース,プリーツプリーズ,美品,トップス,ブラック,春夏,20900,20900,20900,20900,0,0,0,
10000107,3/27/22 18:48,2022/03/27,18:48,茨城県,つくばみらい市,美品/シャレブラン Chalet Blanc 花柄ワンピース 軽やかシフォン素材 表記9号(38号/M相当) 黒/ブラック 透け感 長袖 春夏向け レディース,シャレブラン,美品,ワンピース,ブラック,春夏,9400,9400,9400,8800,0,,600,
10000106,3/26/22 23:46,2022/03/26,23:46,東京都,目黒区,新品同様/自由区 大人パンツ 表記42号(11号～大きいサイズ13号相当) 紺/ネイビー 薄手素材 通勤 シンプル 春夏向け ボトムス レディース,自由区,新品同様,ボトムス,ネイビー,春夏,9620,8922,9620,9020,698,0,600,
10000105,3/26/22 10:54,2022/03/26,10:54,茨城県,水戸市,美品/Plein de vie ダウンジャケット ダウン90% 表記11号 L相当 グレー 艶感 ブルーフォックスファー フード付 秋 冬 アウター レディース,プランドヴィー,美品,アウター,グレー,秋,26620,24620,24620,26620,0,-2000,0,
10000104,3/26/22 0:38,2022/03/26,00:38,兵庫県,たつの市,美品/アイシービー iCB スカートスーツ 表記11号 L相当 濃紺 ネイビー 通勤 オフィス 薄手 ピンストライプ 春夏 セットアップ レディース,アイシービー,美品,スーツ,ネイビー,春夏,20900,18900,18900,20900,0,-2000,0,
10000103,3/23/22 10:35,2022/03/23,10:35,千葉県,千葉市中央区,美品/十仁プラザ Jujin Plaxa ツイード ワンピース 大きいサイズ 表記 42号 13号 LL 相当 ベージュ フリンジ 7分袖 春 秋 冬 レディース,十仁プラザ,美品,ワンピース,ベージュ,秋,11000,11000,11000,11000,0,0,0,
10000102,3/21/22 19:51,2022/03/21,19:51,埼玉県,北本市,美品/銀座マギー maggy 大人な美的タイトワンピース 表記40号(9号/M相当) 黒 青 格子柄 ベロア生地 パーティー 春夏向け レディース,銀座マギー,美品,ワンピース,黒,春夏,18150,18150,18150,18150,0,,0,
10000101,3/20/22 17:34,2022/03/20,17:34,茨城県,水戸市,美品/ユキトリイ YUKI TORII ブラックフォーマル ワンピーススーツ 表記11号 L相当 黒 冠婚葬祭 春 秋冬 セットアップ レディース,ユキトリイ,美品,スーツ,ブラック,秋冬,30800,29800,29800,30800,0,-1000,0,
10000100,3/14/22 1:25,2022/03/14,01:25,大阪府,東大阪市近江堂,美品/ナラカミーチェ NARACAMICIE カーディガン ミドル丈 表記1号 9号 相当 グレー ウール混  vネック 長袖 春 夏 秋 トップス レディース,ナラカミーチェ,美品,トップス,グレー,夏,8520,8420,8420,7920,0,-100,600,
10000099,2/28/22 22:47,2022/02/28,22:47,高知県,高知市唐人町,美品/23区 美揺フレアスカート 大きいサイズ 表記48号(17号相当) 黒/ブラック 白/ホワイト シフォン素材 透け感 春夏 ボトムス レディース,23区,美品,ボトムス,ブラック,春夏,13200,9240,9240,13200,0,-3960,0,
10000098,2/26/22 23:27,2022/02/26,23:27,群馬県,前橋市,美品/ローラアシュレイ LAURA ASHLEY 素敵な美形スカートスーツ 表記9号(M相当) 黄色/イエロー ウール100％ オフィス 春夏秋 レディース,ローラアシュレイ,美品,スーツ,イエロー,春夏,21120,14784,14784,21120,0,-6336,0,
10000097,2/26/22 1:06,2022/02/26,01:06,東京都,世田谷区南烏山,美品/ラピカ LAPICA ラピーヌ お洒落クラシカルワンピース 表記11号(40号/L相当) ベージュ 半袖 薄地 透け感 春夏向け レディース,ラピカ,美品,ワンピース,ベージュ,春夏,7200,7200,7200,6600,0,0,600,
10000096,2/23/22 22:24,2022/02/23,22:24,佐賀県,佐賀市,美品/ミスアシダ miss ashida ニットワンピース 小さいサイズ 表記7号 S相当 カーキグリーン系 ブラウン系 毛 ウール 膝丈 秋冬 レディース,ミスアシダ,美品,ワンピース,ブラウン,秋冬,11000,7700,7700,11000,0,-3300,0,
10000095,2/23/22 21:15,2022/02/23,21:15,福岡県,太宰府市,美品/マークジェイコブス MARC JACOBS 絹シルク100%カットソー/ブラウス 表記4号(9号相当) ベージュ 花柄風 春夏向け トップス レディース,マークジェイコブス,美品,トップス,ベージュ,春夏,11000,11000,11000,11000,0,0,0,
10000094,2/22/22 22:44,2022/02/22,22:44,長野県,塩尻市,新品同様/インディヴィ INDIVI 美形プリーツスカート 表記40号(11号相当) 黒/ブラック オフィス お出掛け ボトムス 春夏秋 レディース,インディヴィ,新品同様,ボトムス,ブラック,春夏,12650,12550,12550,12650,0,-100,0,
10000093,2/22/22 21:59,2022/02/22,21:59,福岡県,行橋市南大橋,美品/ハーディエイミス HARDY AMIES 2P風ブラックフォーマルワンピース 表記11号(L相当) 黒/ブラック 冠婚葬祭 春夏向け レディース,ハーディエイミス,美品,ワンピース,ブラック,春夏,19800,13860,13860,19800,0,-5940,0,
10000092,2/14/22 13:53,2022/02/14,13:53,静岡県,沼津市,新品同様/銀座マギー フレアスカート 小さいサイズ 7号 S相当 黒 ブラック ハイヒール柄 膝丈 膝下丈 伸縮 春夏秋 ボトムス レディース,銀座マギー,新品同様,ボトムス,ブラック,春夏,14770,14770,14770,14520,0,,0,
10000091,2/9/22 8:10,2022/02/09,08:10,大阪府,大阪市平野区喜連西,美品/カオリーヌ KAORYINU 極暖ダウンコート 表記40号(11号/L相当) 黒/ブラック お出掛け 秋冬向け アウター レディース,カオリーヌ,美品,アウター,ブラック,秋冬,17050,11930,11930,17050,0,-5115,0,
10000090,2/4/22 10:04,2022/02/04,10:04,埼玉県,北本市,新品同様/スペッチオ SPECCHIO お洒落なチュニック 表記40号(11号相当) 白 黒 ボーダー柄 総プリーツ 春夏向け トップス レディース,スペッチオ,新品同様,トップス,黒,春夏,13420,9394,9394,13420,0,-4026,0,
10000089,1/30/22 20:20,2022/01/30,20:20,長崎県,長崎市,美品/ギビー Givy 美彩ブラウス 11号/40号/L相当 青緑系 ブルー グリーン ポップな大判花柄 長袖 春夏向け トップス レディース,ギビー,美品,トップス,ブルー,春夏,7750,5605,5605,7150,0,-2145,600,
10000088,1/29/22 23:49,2022/01/29,23:49,神奈川県,川崎市高津区下作延,美品/J.プレス J PRESS お洒落ピーコート/ジャケット 表記M(9号/38号相当) グレー 暖かメルトン生地 通勤 秋冬向け アウター レディース,J.プレス,美品,アウター,グレー,秋冬,11000,7700,7700,11000,0,-3300,0,
10000087,1/29/22 22:10,2022/01/29,22:10,広島県,広島市安佐北区,新品同様/J.プレス J PRESS アンサンブルニット 表記M(9号/38号相当) 青/ブルー 毛ウール100% セットアップ 春秋冬向 トップス レディース,J.プレス,新品同様,トップス,ブルー,秋冬,8300,8100,8100,7700,0,-200,600,
10000086,1/29/22 22:05,2022/01/29,22:05,広島県,広島市安佐北区,新品同様/ハナエモリ HANAE MORI カーディガン 表記M 9号相当 紺 ネイビー 羽織 ブローチ 毛100 ウール シンプル 春秋 トップス レディース,ハナエモリ,新品同様,トップス,ネイビー,春秋,13640,9548,9548,13640,0,-4092,0,
10000085,1/28/22 20:15,2022/01/28,20:15,大阪府,大阪市東淀川区,美品/ユキトリイ YUKI TORII ワンピーススーツ 表記38号 M相当 白 ホワイト 紺 ネイビー 薄手 セレモニー 春夏秋 セットアップ レディース,ユキトリイ,美品,スーツ,ホワイト,春夏,20460,14217,14322,20460,105,-6138,0,
10000084,1/27/22 20:46,2022/01/27,20:46,埼玉県,川口市,美品/ナチュラルビューティー NATURAL BEAUTY カシミヤ混ウールコート 小さいサイズ表記36号(S相当) 黒/ブラック 秋冬 アウター レディース,ナチュラルビューティー,美品,アウター,ブラック,秋冬,19800,19800,19800,19800,0,,0,
10000083,1/25/22 22:11,2022/01/25,22:11,福岡県,大川市,美品/コムサデモード COMME CA DU MODE 7分袖チュニック/ワンピース 大きい 表記44号(LL相当) 紫 メルトン地 春秋冬向 トップス レディース,コムサデモード,美品,トップス,紫,秋冬,7750,5605,5605,7150,0,-2145,600,
10000082,1/22/22 16:04,2022/01/22,16:04,東京都,足立区,美品/ハーディエイミス HARDY AMIES ブラックフォーマル ワンピース 大きいサイズ 15号 3L相当 黒 喪服 ノーカラー 春夏秋冬 レディース,ハーディエイミス,美品,ワンピース,ブラック,春夏,34100,34100,34100,34100,0,,0,
10000081,1/20/22 7:49,2022/01/20,07:49,愛知県,一宮市,美品/東京モード Tokyo Mode 大人な美形チェスターコート 大きめ 表記9号(11号～13号相当) 黒/ブラック カシミヤ フォーマル 秋冬 アウター,東京ソワール,美品,アウター,ブラック,秋冬,18150,12705,12705,18150,0,-5445,0,
10000080,1/19/22 10:58,2022/01/19,10:58,東京都,江戸川区,美品/ふっくら極暖ダウンコート ダウン90％ 表記L(11号/40号相当) ピンク 軽量 へちま襟 膝丈 シンプル 秋冬向け アウター レディース,ノーブランド,美品,アウター,ピンク,秋冬,16500,11550,11550,16500,0,-4950,0,
10000079,1/18/22 8:44,2022/01/18,08:44,北海道,札幌市北区,美品/マーガレットハウエル MARGARET HOWELL 大人なフレアワンピース 表記1号(7号相当) 紺/ネイビー カシミヤ混 お食事会 秋冬向け,マーガレットハウエル,美品,ワンピース,ネイビー,秋冬,18480,12936,12936,18480,0,-5544,0,
10000078,1/17/22 11:26,2022/01/17,11:26,東京都,国分寺市,美品/ジバンシイ GIVENCHY 上品ジャケット 表記10号(11号/L相当) ベージュ 豪華釦 ワッフル地 毛ウール混 秋冬向け アウター レディース,ジバンシイ,美品,アウター,ベージュ,秋冬,27500,19250,19250,27500,0,-8250,0,
10000077,1/16/22 21:20,2022/01/16,21:20,神奈川県,大和市,美品/ジュンアシダ jun ashida 大人テーラードジャケット 表記9号(M相当) 青緑 クラシカル 毛ウール素材 1釦 秋冬向け アウター レディース,ジュンアシダ,美品,アウター,青,秋冬,25080,25080,25080,25080,0,,0,
10000076,1/12/22 21:52,2022/01/12,21:52,愛知県,名古屋市千種区御棚町,美品/ポールスチュアート Paul Stuart 大人なフレアスカート 表記4号(9号相当) 黒/ブラック 艶感 オフィス お食事会 春夏秋向け ボトムス,ポールスチュアート,美品,ボトムス,ブラック,春夏,13750,13750,13750,13750,0,,0,
10000075,1/12/22 7:13,2022/01/12,07:13,愛知県,豊川市,美品/ラルフローレン RALPH LAUREN 杉綾柄ロングパンツ 表記11号(40号/L相当) 茶/ブラウン 毛ウール100% 秋冬向け ボトムス レディース,ラルフローレン,美品,ボトムス,ブラウン,秋冬,12100,12100,12100,12100,0,,0,
10000074,1/10/22 19:24,2022/01/10,19:24,東京都,渋谷区,美品/タルボット Talbots スカートスーツ 大きいサイズ 上12号/15号相当 下16号/19号相当 グレー 毛100% 秋冬向 セットアップ レディース,タルボット,美品,スーツ,グレー,秋冬,12980,9030,9086,12980,56,-3894,0,
10000073,1/9/22 15:31,2022/01/09,15:31,神奈川県,横浜市鶴見区,美品/23区 ふっくらニットワンピース 表記38号(9号/M相当) グレー 毛ウール100％ フレアデザイン お出掛け 秋冬向け レディース,23区,美品,ワンピース,グレー,秋冬,15730,11011,11011,15730,0,-4719,0,
10000072,1/7/22 23:29,2022/01/07,23:29,福岡県,糟屋郡,新品同様/スピックアンドスパン Spick＆Span プリーツスカート 表記36号(小さいサイズS相当) ブラウン系 ラップ風 変形裾 春夏向 ボトムス,スピックアンドスパン,新品同様,ボトムス,ブラウン,春夏,8300,7323,7500,7700,177,-800,600,
