OrderTime,TotalPrice,TotalMallCouponDiscount,ShipCharge,brand_avg_sales,平均気温(℃),最高気温(℃),最低気温(℃),降水量の合計(mm),日照時間(時間),天気概況(昼：06時～18時),天気概況(夜：18時～翌日06時),rakuten_sale_name,yahoo_sale_name,rakuten_sale_flag,yahoo_sale_flag
2024-10-28,31451.0,0.0,600.0,19560.55769230769,18.8,20.7,17.2,8.0,0.0,曇一時雨,曇後時々雨,,,0,0
2024-10-29,19800.0,0.0,0.0,15746.0,15.4,18.8,12.4,24.5,0.0,曇後雨,大雨,,,0,0
2024-10-30,0.0,0.0,0.0,0.0,16.8,22.4,12.6,17.5,3.9,雨後薄曇,晴時々薄曇,,,0,0
2024-10-31,0.0,0.0,0.0,0.0,16.2,20.2,12.9,0.0,7.0,薄曇,薄曇時々晴,,,0,0
2024-11-01,7700.0,0.0,600.0,19705.666666666668,17.0,21.9,12.1,0.5,3.6,曇一時晴,雨一時曇,,ヤフービッグボーナス,0,1
2024-11-02,0.0,0.0,0.0,0.0,16.0,16.9,14.9,33.5,0.0,雨,雨後曇,,ヤフービッグボーナス,0,1
2024-11-03,64100.0,0.0,0.0,52706.50731707317,17.5,22.6,14.2,0.0,9.6,快晴,快晴,,ヤフービッグボーナス,0,1
2024-11-04,44800.0,2000.0,0.0,33341.55,17.2,22.9,11.4,0.0,7.8,晴,快晴,,ヤフービッグボーナス,0,1
2024-11-05,0.0,0.0,0.0,0.0,16.6,19.6,13.5,0.0,2.5,曇一時晴,曇後一時雨,,ヤフービッグボーナス,0,1
2024-11-06,5500.0,550.0,600.0,12416.272727272728,14.4,16.5,12.2,0.5,0.8,曇後一時晴,晴一時曇,,ヤフービッグボーナス,0,1
2024-11-07,5951.0,0.0,600.0,12000.307692307691,13.4,18.0,10.7,0.0,9.5,快晴,晴一時曇,,ヤフービッグボーナス,0,1
2024-11-08,0.0,0.0,0.0,0.0,11.8,15.8,8.2,0.0,8.0,晴一時曇,快晴,,ヤフービッグボーナス,0,1
2024-11-09,0.0,0.0,0.0,0.0,12.7,17.5,7.8,0.0,6.9,晴後時々曇,曇,,ヤフービッグボーナス,0,1
2024-11-10,26500.0,0.0,0.0,15247.238095238095,13.8,16.4,11.4,1.0,0.6,曇,雨時々曇,,ヤフービッグボーナス,0,1
2024-11-11,59500.0,2000.0,0.0,52247.23809523809,16.3,20.7,13.2,0.5,2.7,曇時々晴,快晴,,ヤフービッグボーナス,0,1
2024-11-12,0.0,0.0,0.0,0.0,16.3,21.3,11.8,0.0,6.0,晴時々曇,晴時々曇,,ヤフービッグボーナス,0,1
2024-11-13,8900.0,0.0,600.0,13220.0,16.5,20.8,12.6,0.0,9.1,晴,曇時々晴,,ヤフービッグボーナス,0,1
2024-11-14,35280.0,100.0,600.0,30422.733333333334,15.8,18.2,11.9,0.0,2.1,曇一時晴,曇後一時雨,,ヤフービッグボーナス,0,1
2024-11-15,19800.0,0.0,0.0,8965.0,15.9,17.7,13.8,7.5,0.0,曇一時雨,曇後一時晴,,ヤフービッグボーナス,0,1
2024-11-16,24000.0,0.0,0.0,17255.0,16.7,18.9,14.3,0.0,1.6,曇,曇時々雨,,ヤフービッグボーナス,0,1
2024-11-17,7700.0,0.0,600.0,19238.333333333332,18.9,23.8,15.1,0.0,6.0,晴一時曇,曇一時晴後一時雨,,ヤフービッグボーナス,0,1
2024-11-18,48010.0,0.0,0.0,46443.66666666667,13.7,18.9,10.1,0.0,0.2,曇時々雨後一時晴,曇時々晴,,,0,0
2024-11-19,0.0,0.0,0.0,0.0,9.7,13.2,7.3,0.0,8.4,晴,曇時々晴,,,0,0
2024-11-20,18650.0,1000.0,0.0,19976.522727272728,7.6,8.8,5.5,5.5,0.0,雨時々曇,雨,,,0,0
2024-11-21,0.0,0.0,0.0,0.0,10.5,13.6,8.5,6.5,0.4,雨時々曇一時晴,快晴,楽天ブラックフライデー,,1,0
2024-11-22,0.0,0.0,0.0,0.0,11.9,18.0,7.1,0.0,9.1,晴,晴一時曇,楽天ブラックフライデー,,1,0
2024-11-23,0.0,0.0,0.0,0.0,12.0,16.0,8.4,0.0,8.1,晴,曇時々晴,楽天ブラックフライデー,,1,0
2024-11-24,13970.0,699.0,0.0,13653.333333333334,10.7,14.8,7.4,0.0,8.4,晴,晴一時曇,楽天ブラックフライデー,,1,0
2024-11-25,8800.0,0.0,600.0,10415.0,9.9,14.6,5.8,0.0,9.2,快晴,晴,楽天ブラックフライデー,,1,0
2024-11-26,0.0,0.0,0.0,0.0,10.0,14.5,5.6,8.5,5.5,晴後曇,雨時々曇,楽天ブラックフライデー,,1,0
2024-11-27,0.0,0.0,0.0,0.0,14.5,20.1,9.3,18.0,6.6,晴時々曇,快晴,楽天ブラックフライデー,,1,0
2024-11-28,0.0,0.0,0.0,0.0,13.2,18.3,9.4,0.0,9.1,快晴,快晴,,ブラックフライデーセール,0,1
2024-11-29,0.0,0.0,0.0,0.0,11.4,16.5,7.9,0.0,7.6,晴,快晴,,ブラックフライデーセール,0,1
2024-11-30,5500.0,0.0,600.0,6614.0,10.4,16.7,5.7,0.0,8.7,快晴,快晴,,ブラックフライデーセール,0,1
2024-12-01,20900.0,2000.0,0.0,34950.0,11.2,16.6,6.7,0.0,9.0,快晴,晴一時曇,,,0,0
2024-12-02,6270.0,0.0,600.0,12000.307692307691,11.4,16.8,7.6,0.0,5.3,晴一時曇,晴,,超PayPay祭（年末超ペイペイ祭）,0,1
2024-12-03,12350.0,0.0,0.0,10125.0,11.9,17.5,7.4,0.0,8.8,快晴,晴後一時曇,,超PayPay祭（年末超ペイペイ祭）,0,1
2024-12-04,217947.0,15554.0,0.0,229515.46957297088,12.7,17.8,8.4,0.0,8.7,晴一時薄曇,曇時々晴,,超PayPay祭（年末超ペイペイ祭）,0,1
2024-12-05,222266.0,15277.0,600.0,276106.5630712151,11.5,15.5,8.9,0.0,6.0,薄曇時々晴,晴,,超PayPay祭（年末超ペイペイ祭）,0,1
2024-12-06,27598.0,4000.0,0.0,43590.8,11.0,16.7,5.2,0.0,8.8,快晴,晴,,超PayPay祭（年末超ペイペイ祭）,0,1
2024-12-07,37350.0,1500.0,0.0,57468.0275974026,8.9,12.4,5.9,0.0,8.3,晴後一時曇,晴時々薄曇,,超PayPay祭（年末超ペイペイ祭）,0,1
2024-12-08,66580.0,2500.0,600.0,82251.95480225989,7.7,14.2,4.2,0.0,7.3,晴一時曇,快晴,,超PayPay祭（年末超ペイペイ祭）,0,1
2024-12-09,82900.0,5000.0,0.0,82999.75854700855,7.7,13.0,2.5,0.0,8.9,快晴,晴後一時曇,,超PayPay祭（年末超ペイペイ祭）,0,1
2024-12-10,83048.0,4000.0,0.0,134235.185465882,8.5,13.8,4.4,0.0,8.9,快晴,晴後曇,,超PayPay祭（年末超ペイペイ祭）,0,1
2024-12-11,0.0,0.0,0.0,0.0,8.7,13.5,5.4,0.0,7.6,薄曇後晴,晴,,超PayPay祭（年末超ペイペイ祭）,0,1
2024-12-12,0.0,0.0,0.0,0.0,7.1,10.8,4.3,0.0,7.5,晴,晴,,超PayPay祭（年末超ペイペイ祭）,0,1
2024-12-13,9799.0,111.0,600.0,17557.53846153846,5.3,8.4,1.2,0.0,0.1,薄曇一時晴,曇時々晴,,超PayPay祭（年末超ペイペイ祭）,0,1
2024-12-14,0.0,0.0,0.0,0.0,7.2,12.3,3.5,0.0,8.4,晴,快晴,,超PayPay祭（年末超ペイペイ祭）,0,1
2024-12-15,10000.0,0.0,0.0,10000.0,6.6,12.2,0.8,0.0,8.9,快晴,快晴,,超PayPay祭（年末超ペイペイ祭）,0,1
2024-12-16,16900.0,0.0,0.0,9900.666666666666,7.7,12.7,3.3,0.0,8.9,快晴,快晴,,超PayPay祭（年末超ペイペイ祭）,0,1
2024-12-17,15750.0,0.0,600.0,19215.0,8.0,13.8,2.7,0.0,8.9,快晴,快晴,,超PayPay祭（年末超ペイペイ祭）,0,1
2024-12-18,64300.0,5160.0,0.0,59040.66346153846,7.6,13.2,2.8,0.0,8.6,晴時々薄曇,晴後曇時々雨、あられを伴う,,超PayPay祭（年末超ペイペイ祭）,0,1
2024-12-19,36300.0,935.0,600.0,32816.13333333333,5.2,8.3,2.5,0.5,5.0,晴時々雨一時雪、あられを伴う,快晴,楽天大感謝祭,超PayPay祭（年末超ペイペイ祭）,1,1
2024-12-20,22701.0,0.0,600.0,22757.45054945055,6.5,11.6,1.1,0.0,6.2,薄曇一時晴,曇後晴,楽天大感謝祭,超PayPay祭（年末超ペイペイ祭）,1,1
2024-12-21,16720.0,836.0,0.0,7840.961538461538,9.4,16.5,2.8,0.0,8.4,晴,快晴,楽天大感謝祭,超PayPay祭（年末超ペイペイ祭）,1,1
2024-12-22,7040.0,0.0,600.0,8420.5,6.9,11.6,2.6,0.0,9.0,晴,快晴,楽天大感謝祭,超PayPay祭（年末超ペイペイ祭）,1,1
2024-12-23,4950.0,0.0,0.0,18055.833333333332,6.1,11.1,2.4,0.0,9.0,快晴,快晴,楽天大感謝祭,超PayPay祭（年末超ペイペイ祭）,1,1
2024-12-24,0.0,0.0,0.0,0.0,6.7,12.2,1.8,0.0,8.9,快晴,快晴,楽天大感謝祭,,1,0
2024-12-25,24900.0,0.0,0.0,15773.719298245614,7.7,11.3,4.5,0.0,5.5,曇時々晴,薄曇一時晴,楽天大感謝祭,,1,0
2024-12-26,19800.0,0.0,0.0,15773.719298245614,8.9,14.7,3.4,0.0,7.8,晴,晴,楽天大感謝祭,,1,0
2024-12-27,13200.0,0.0,0.0,13200.0,7.4,12.7,3.8,0.0,6.1,晴後一時曇,晴,,,0,0
2024-12-28,18920.0,0.0,0.0,15773.719298245614,5.4,11.5,1.4,0.0,7.5,晴後一時曇,快晴,,,0,0
2024-12-29,0.0,0.0,0.0,0.0,6.0,12.3,0.5,0.0,8.9,快晴,晴後一時曇,,,0,0
2024-12-30,0.0,0.0,0.0,0.0,6.2,10.3,3.5,0.0,5.0,薄曇一時晴,薄曇,,,0,0
2024-12-31,0.0,0.0,0.0,0.0,8.0,14.6,2.8,0.0,7.6,晴時々曇,快晴,,,0,0
2025-01-01,120865.0,1000.0,1200.0,135589.30101010101,7.1,12.2,4.1,0.0,8.4,快晴,快晴,,,0,0
2025-01-02,92150.0,0.0,600.0,120647.08266428784,7.8,13.9,2.1,0.0,7.7,晴後一時曇,晴後一時曇,,,0,0
2025-01-03,86810.0,0.0,600.0,81260.08058608058,5.5,7.6,3.7,0.0,1.3,曇時々雨後一時晴,曇時々晴,,,0,0
2025-01-04,34650.0,1000.0,0.0,106155.96153846153,5.1,9.6,1.6,0.0,8.8,快晴,晴一時曇,,,0,0
2025-01-05,8750.0,0.0,0.0,13183.09756097561,4.6,10.0,-0.2,0.0,7.2,晴後薄曇,晴時々薄曇,,,0,0
2025-01-06,37739.0,0.0,600.0,29596.622531939604,4.5,8.1,1.5,25.0,0.5,曇後雨,雨時々晴一時曇,,,0,0
2025-01-07,19350.0,0.0,0.0,41505.16666666667,8.1,12.9,3.6,0.0,2.9,雨一時曇後晴,快晴,,,0,0
2025-01-08,10500.0,0.0,0.0,19862.8,6.6,12.3,2.7,0.0,6.7,晴,晴後一時薄曇,,,0,0
2025-01-09,22650.0,1500.0,0.0,30183.09756097561,6.7,12.7,2.3,0.0,8.3,快晴,快晴,,,0,0
2025-01-10,51550.0,3000.0,0.0,68793.4052532833,4.6,9.4,0.1,0.0,8.9,快晴,快晴,,,0,0
2025-01-11,115300.0,8500.0,0.0,115226.71666666667,5.3,11.3,0.2,0.0,9.0,晴,晴後薄曇,,,0,0
2025-01-12,17600.0,1500.0,0.0,49875.0,5.4,9.0,2.6,0.0,1.2,曇,曇後晴,,,0,0
2025-01-13,52570.0,2500.0,600.0,57820.71929824562,6.9,13.4,1.1,0.0,9.0,快晴,快晴,,,0,0
2025-01-14,40399.0,1000.0,600.0,60480.53333333333,6.4,12.8,1.2,0.0,8.9,晴,晴,,,0,0
2025-01-15,17960.0,0.0,0.0,21127.94230769231,7.6,15.6,2.7,0.0,7.6,晴後一時薄曇,快晴,,,0,0
2025-01-16,92300.0,0.0,0.0,75074.57786885246,4.6,7.7,2.6,0.0,0.9,曇後一時晴,快晴,,,0,0
2025-01-17,6199.0,0.0,600.0,14351.153846153846,4.9,9.7,1.0,0.0,9.1,快晴,晴,,,0,0
2025-01-18,0.0,0.0,0.0,0.0,4.6,9.7,0.8,0.0,9.0,晴,晴後曇,,,0,0
2025-01-19,11000.0,0.0,0.0,25392.85714285714,5.9,9.2,1.6,0.0,3.7,曇後一時雨,曇後一時晴,,,0,0
2025-01-20,29301.0,0.0,600.0,25574.719298245614,9.2,13.9,5.0,0.5,6.9,晴一時雨,曇一時雨,,,0,0
2025-01-21,15900.0,0.0,0.0,15247.238095238095,9.4,13.8,7.1,0.0,4.8,晴時々曇,晴時々曇,,,0,0
2025-01-22,0.0,0.0,0.0,0.0,8.2,13.4,4.1,0.0,8.8,快晴,晴時々曇,,,0,0
2025-01-23,0.0,0.0,0.0,0.0,8.5,13.9,4.8,0.0,7.7,曇後晴,快晴,,,0,0
2025-01-24,0.0,0.0,0.0,0.0,9.2,14.6,4.4,0.5,9.1,晴後一時曇,曇時々雨,,,0,0
2025-01-25,28900.0,2000.0,600.0,41402.0,6.8,9.2,4.4,0.0,2.5,曇時々晴,快晴,,,0,0
2025-01-26,15500.0,1000.0,600.0,26410.11666666667,7.0,12.5,3.2,0.0,9.4,快晴,晴,,,0,0
2025-01-27,100010.0,3000.0,600.0,108798.31818181818,6.4,10.2,2.3,0.0,3.9,曇一時晴,晴後曇一時雨,,,0,0
2025-01-28,0.0,0.0,0.0,0.0,8.4,13.6,4.6,0.0,7.3,晴,晴一時曇,,,0,0
2025-01-29,28700.0,0.0,0.0,24977.315789473683,7.0,12.8,2.6,0.0,9.0,快晴,快晴,,,0,0
2025-01-30,12000.0,0.0,0.0,13702.64705882353,6.5,12.2,1.2,0.0,9.3,快晴,快晴,,,0,0
2025-01-31,22900.0,0.0,600.0,42482.39705882353,7.1,13.2,2.2,0.0,8.3,快晴,晴,,,0,0
2025-02-01,38870.0,500.0,600.0,35678.72727272727,7.5,12.2,2.8,0.0,6.2,晴後曇,曇後雨,,,0,0
2025-02-02,19800.0,0.0,0.0,19800.0,4.6,8.8,3.1,6.5,0.0,雨後一時曇,曇,,,0,0
2025-02-03,0.0,0.0,0.0,0.0,6.1,9.6,4.0,0.0,0.4,曇,曇時々晴,,,0,0
2025-02-04,0.0,0.0,0.0,0.0,6.0,11.2,2.3,0.0,5.4,晴時々曇,快晴,,,0,0
2025-02-05,64000.0,0.0,0.0,27475.374331550804,4.1,9.0,-0.1,0.0,6.8,晴,快晴,,,0,0
2025-02-06,0.0,0.0,0.0,0.0,4.0,9.2,-0.6,0.0,9.3,晴,晴後一時薄曇,,,0,0
2025-02-07,13640.0,0.0,0.0,10545.0,4.9,10.6,-0.6,0.0,6.5,晴,快晴,,,0,0
2025-02-08,28600.0,0.0,0.0,21574.64406779661,4.6,9.7,0.3,0.0,9.5,快晴,快晴,,,0,0
2025-02-09,0.0,0.0,0.0,0.0,5.2,11.5,0.7,0.0,9.5,快晴,快晴,,,0,0
2025-02-10,13000.0,0.0,0.0,10740.357142857143,5.5,11.4,-0.5,0.0,9.6,快晴,快晴,,,0,0
2025-02-11,23650.0,0.0,0.0,19558.70731707317,5.1,10.5,0.3,0.0,9.7,快晴,快晴,,,0,0
2025-02-12,14850.0,0.0,0.0,14850.0,7.2,12.7,0.4,0.0,6.2,晴時々薄曇,晴時々曇,,,0,0
2025-02-13,9020.0,0.0,600.0,11980.0,7.4,13.1,3.4,0.0,9.7,快晴,晴後曇,,,0,0
2025-02-14,0.0,0.0,0.0,0.0,7.9,14.5,2.4,0.0,9.7,晴,晴,,,0,0
2025-02-15,11800.0,0.0,0.0,14547.133333333333,9.6,14.0,5.2,0.0,9.2,快晴,曇一時晴,,,0,0
2025-02-16,0.0,0.0,0.0,0.0,11.3,16.9,7.5,0.0,4.9,曇一時晴,曇時々晴,,,0,0
2025-02-17,0.0,0.0,0.0,0.0,9.3,15.5,3.9,0.0,4.8,晴後時々曇一時雨,快晴,,,0,0
2025-02-18,19300.0,0.0,0.0,5190.4796747967475,5.0,9.7,1.9,0.0,6.4,晴後一時曇,晴一時曇,,,0,0
2025-02-19,8690.0,0.0,600.0,13835.25,3.9,8.9,0.4,0.0,9.8,快晴,快晴,,,0,0
2025-02-20,0.0,0.0,0.0,0.0,4.5,10.6,-1.0,0.0,8.4,晴,晴,,,0,0
2025-02-21,5480.0,0.0,600.0,5480.0,5.4,10.9,1.0,0.0,7.9,晴後薄曇,薄曇後晴,,,0,0
2025-02-22,0.0,0.0,0.0,0.0,4.4,9.4,1.4,0.0,8.2,晴後一時曇,快晴,,,0,0
2025-02-23,105200.0,2000.0,0.0,94091.55555555556,5.2,11.1,-0.4,0.0,8.8,晴後一時曇,曇後晴,,,0,0
2025-02-24,12900.0,0.0,0.0,15133.045454545454,4.8,10.8,-0.1,0.0,10.6,晴,快晴,,,0,0
2025-02-25,32600.0,1000.0,600.0,32600.0,7.1,12.7,0.5,0.0,10.7,快晴,晴時々曇,,,0,0
2025-02-26,7700.0,0.0,600.0,9173.5,10.4,17.6,4.0,0.0,10.5,快晴,快晴,,,0,0
2025-02-27,11290.0,0.0,1200.0,16577.181818181816,10.2,16.5,4.2,0.0,10.6,快晴,晴後薄曇,,,0,0
2025-02-28,7000.0,0.0,600.0,13285.0,11.0,16.6,5.4,0.0,7.7,薄曇後晴,晴一時曇,,,0,0
2025-03-01,22440.0,0.0,600.0,17199.9,13.3,19.7,6.5,0.0,10.2,晴時々薄曇,晴一時薄曇,,超PayPay祭（春の超ペイペイ祭）,0,1
2025-03-02,7700.0,0.0,600.0,11009.111111111111,14.6,22.1,7.9,0.0,6.8,晴時々薄曇,曇時々雨一時晴,,超PayPay祭（春の超ペイペイ祭）,0,1
2025-03-03,57970.0,2057.0,0.0,52317.23809523809,5.9,14.4,1.6,30.0,0.0,雨後みぞれ一時雪,曇一時みぞれ,,超PayPay祭（春の超ペイペイ祭）,0,1
2025-03-04,199406.0,14781.0,0.0,236107.3015396605,2.4,5.4,0.4,10.0,0.2,曇後一時雨、みぞれを伴う,雪後雨一時みぞれ,楽天スーパーSALE,超PayPay祭（春の超ペイペイ祭）,1,1
2025-03-05,72350.0,4277.0,0.0,123552.58333333333,5.3,8.4,0.8,16.5,0.0,雨後一時霧雨,曇一時霧雨,楽天スーパーSALE,超PayPay祭（春の超ペイペイ祭）,1,1
2025-03-06,990766.0,28500.0,600.0,692633.8948087431,9.1,11.7,6.6,0.0,0.0,曇,曇後一時晴,楽天スーパーSALE,超PayPay祭（春の超ペイペイ祭）,1,1
2025-03-07,73150.0,6977.0,0.0,103501.289407314,6.9,12.2,3.2,0.0,10.7,晴,晴後一時曇,楽天スーパーSALE,超PayPay祭（春の超ペイペイ祭）,1,1
2025-03-08,35049.0,1500.0,0.0,78443.9025974026,3.2,6.8,0.5,9.5,0.1,曇後時々雨,曇時々雨一時雪、みぞれを伴う,楽天スーパーSALE,超PayPay祭（春の超ペイペイ祭）,1,1
2025-03-09,184049.0,3205.0,0.0,168492.70467032967,6.9,13.5,1.5,0.0,9.3,晴一時曇,快晴,楽天スーパーSALE,超PayPay祭（春の超ペイペイ祭）,1,1
2025-03-10,42099.0,3000.0,0.0,50613.670238095234,9.1,14.9,3.2,0.0,10.8,晴後一時薄曇,曇,楽天スーパーSALE,超PayPay祭（春の超ペイペイ祭）,1,1
2025-03-11,5200.0,500.0,0.0,10757.142857142857,10.3,13.8,6.3,0.5,0.0,曇時々雨,雨時々曇,楽天スーパーSALE,超PayPay祭（春の超ペイペイ祭）,1,1
2025-03-12,15700.0,0.0,600.0,20772.727272727272,11.6,14.7,8.8,15.5,0.2,雨時々曇,曇時々雨後一時晴,,超PayPay祭（春の超ペイペイ祭）,0,1
2025-03-13,0.0,0.0,0.0,0.0,14.5,20.4,9.1,0.0,7.4,薄曇時々晴,晴時々曇,,超PayPay祭（春の超ペイペイ祭）,0,1
2025-03-14,8800.0,2000.0,600.0,9900.0,12.8,19.6,8.5,0.0,10.1,薄曇後晴,晴後一時曇,,超PayPay祭（春の超ペイペイ祭）,0,1
2025-03-15,12700.0,0.0,0.0,11950.0,8.9,12.0,6.7,0.0,1.0,曇後一時雨,雨時々曇,,超PayPay祭（春の超ペイペイ祭）,0,1
2025-03-16,0.0,0.0,0.0,0.0,6.4,7.8,4.8,29.0,0.0,雨,雨後曇一時晴,,超PayPay祭（春の超ペイペイ祭）,0,1
2025-03-17,25000.0,0.0,600.0,18300.30769230769,10.0,16.2,6.6,0.0,9.0,晴,晴後曇一時雨,,超PayPay祭（春の超ペイペイ祭）,0,1
2025-03-18,0.0,0.0,0.0,0.0,8.6,12.9,4.6,0.0,7.8,薄曇一時晴,雨一時晴、雷を伴う,,超PayPay祭（春の超ペイペイ祭）,0,1
2025-03-19,9801.0,0.0,600.0,8420.5,5.6,10.7,0.5,26.5,3.1,晴時々雨一時雪、雷・ひょうを伴う,晴後一時曇,,超PayPay祭（春の超ペイペイ祭）,0,1
2025-03-20,0.0,0.0,0.0,0.0,8.3,13.7,4.3,0.0,9.1,晴,晴一時曇,,超PayPay祭（春の超ペイペイ祭）,0,1
2025-03-21,0.0,0.0,0.0,0.0,11.2,17.4,3.9,0.0,11.5,快晴,快晴,,超PayPay祭（春の超ペイペイ祭）,0,1
2025-03-22,83460.0,2000.0,0.0,58653.42307692308,15.8,23.6,6.9,0.0,11.5,快晴,快晴,,超PayPay祭（春の超ペイペイ祭）,0,1
2025-03-23,0.0,0.0,0.0,0.0,17.3,25.6,11.4,0.0,10.0,快晴,快晴,,超PayPay祭（春の超ペイペイ祭）,0,1
2025-03-24,0.0,0.0,0.0,0.0,14.8,19.2,10.0,0.0,2.7,薄曇時々晴,曇後晴,,超PayPay祭（春の超ペイペイ祭）,0,1
2025-03-25,26300.0,1000.0,0.0,22928.727272727272,17.8,25.0,10.1,0.0,10.5,晴,晴,,超PayPay祭（春の超ペイペイ祭）,0,1
2025-03-26,8800.0,300.0,600.0,6669.142857142857,20.4,25.9,14.9,0.0,10.2,晴,薄曇時々晴,,超PayPay祭（春の超ペイペイ祭）,0,1
2025-03-27,0.0,0.0,0.0,0.0,17.9,22.4,12.2,0.0,5.6,薄曇一時晴,曇,,超PayPay祭（春の超ペイペイ祭）,0,1
2025-03-28,5500.0,0.0,600.0,19705.666666666668,19.9,25.7,14.1,2.5,4.1,薄曇時々晴一時雨,雨時々曇一時晴,,超PayPay祭（春の超ペイペイ祭）,0,1
2025-03-29,32660.0,0.0,600.0,44588.8,7.6,14.3,4.3,12.5,0.0,雨,曇時々雨,,超PayPay祭（春の超ペイペイ祭）,0,1
2025-03-30,22000.0,1500.0,0.0,22000.0,9.4,15.6,5.1,0.5,6.1,薄曇時々晴,曇時々雨,,超PayPay祭（春の超ペイペイ祭）,0,1
2025-03-31,0.0,0.0,0.0,0.0,7.0,8.9,5.5,0.0,0.0,曇時々雨,雨一時曇,,超PayPay祭（春の超ペイペイ祭）,0,1
2025-04-01,0.0,0.0,0.0,0.0,5.1,5.8,4.1,41.0,0.0,雨,大雨,,,0,0
2025-04-02,0.0,0.0,0.0,0.0,9.5,13.7,5.7,28.5,0.0,雨時々曇,曇後一時雨,,,0,0
2025-04-03,28780.0,0.0,0.0,26055.9,8.4,9.8,6.0,5.5,0.0,雨,曇時々晴,,,0,0
2025-04-04,0.0,0.0,0.0,0.0,11.4,18.4,5.3,0.0,11.2,晴,快晴,,,0,0
2025-04-05,20141.0,0.0,600.0,31340.833333333332,12.0,17.0,6.1,0.0,10.2,晴後薄曇,曇後一時晴,,,0,0
2025-04-06,5951.0,0.0,600.0,10810.0,15.1,20.1,10.6,0.0,6.3,曇時々晴一時雨,曇一時晴,,,0,0
2025-04-07,9020.0,0.0,600.0,17082.2,14.3,19.7,10.5,0.0,4.3,曇時々晴,晴後一時薄曇,,,0,0
2025-04-08,0.0,0.0,0.0,0.0,15.0,20.2,7.9,0.0,8.4,薄曇一時晴,快晴,,,0,0
2025-04-09,0.0,0.0,0.0,0.0,16.3,23.8,11.0,0.0,11.2,晴,曇時々晴,,,0,0
2025-04-10,0.0,0.0,0.0,0.0,16.5,22.8,12.0,14.0,3.3,曇,雨時々曇,,,0,0
2025-04-11,0.0,0.0,0.0,0.0,15.5,20.0,12.9,2.0,0.3,曇後一時雨、雷を伴う,曇一時雨後晴、雷を伴う,,,0,0
2025-04-12,48150.0,0.0,600.0,70669.1850117096,15.3,20.5,11.2,0.0,9.2,晴,曇,,,0,0
2025-04-13,0.0,0.0,0.0,0.0,13.1,14.1,11.9,12.0,0.0,雨一時曇,雨後一時曇,,,0,0
2025-04-14,28600.0,0.0,0.0,24143.423076923078,16.9,23.0,13.4,10.0,8.0,晴一時薄曇,晴時々曇後一時雨,,,0,0
2025-04-15,3800.0,0.0,600.0,6669.142857142857,16.2,22.0,11.1,0.0,9.7,晴時々曇一時雨,晴時々曇,,,0,0
2025-04-16,0.0,0.0,0.0,0.0,14.8,21.1,7.7,0.0,12.3,快晴,快晴,,,0,0
2025-04-17,0.0,0.0,0.0,0.0,17.8,25.2,10.0,0.0,11.4,薄曇時々晴,薄曇時々晴,,,0,0
2025-04-18,6600.0,0.0,600.0,6669.142857142857,19.2,24.9,13.8,0.0,7.3,薄曇,晴一時薄曇,,,0,0
