OrderTime,TotalPrice,TotalMallCouponDiscount,ShipCharge,brand_avg_sales,平均気温(℃),最高気温(℃),最低気温(℃),降水量の合計(mm),日照時間(時間),天気概況(昼：06時～18時),天気概況(夜：18時～翌日06時),rakuten_sale_name,yahoo_sale_name,rakuten_sale_flag,yahoo_sale_flag
2023-09-17,18550.0,0.0,0.0,21574.64406779661,28.7,32.9,25.9,0.0,6.0,曇後晴,快晴,,,0,0
2023-09-18,28820.0,2000.0,0.0,24977.315789473683,28.9,33.3,26.0,0.0,10.4,晴,快晴,,,0,0
2023-09-19,0.0,0.0,0.0,0.0,29.0,33.5,25.1,0.0,10.8,晴,晴後時々曇,,,0,0
2023-09-20,56661.0,2200.0,600.0,50806.285281054894,27.2,32.3,23.5,6.0,2.9,曇後一時雨、雷を伴う,曇一時雨,,,0,0
2023-09-21,45290.0,2439.0,600.0,52409.50121065375,26.7,29.5,23.9,2.0,0.2,曇時々雨,雨時々曇,,,0,0
2023-09-22,0.0,0.0,0.0,0.0,24.8,29.4,21.4,59.5,0.1,曇時々雨,大雨後時々曇,,,0,0
2023-09-23,9610.0,0.0,1200.0,9610.0,22.1,24.3,20.7,4.0,0.0,霧雨後曇一時雨,曇,,,0,0
2023-09-24,0.0,0.0,0.0,0.0,22.2,26.8,19.4,0.0,7.8,曇後時々晴,晴後一時曇,,,0,0
2023-09-25,17899.0,0.0,0.0,17899.0,22.4,27.7,18.5,0.0,6.6,晴時々曇,晴後一時曇,,,0,0
2023-09-26,6800.0,200.0,600.0,6500.0,24.6,29.7,20.2,0.0,6.6,晴後曇,曇後一時雨,,,0,0
2023-09-27,26180.0,2618.0,0.0,21574.64406779661,25.3,30.2,22.8,0.0,3.0,曇一時雨後時々晴,曇後一時晴,,,0,0
2023-09-28,135170.0,0.0,0.0,65460.09217171717,27.4,33.2,22.9,0.0,6.1,曇後晴,晴後時々曇,,,0,0
2023-09-29,12800.0,0.0,0.0,12800.0,26.3,28.9,24.6,0.0,3.1,晴時々曇,曇時々晴,,,0,0
2023-09-30,23650.0,2365.0,600.0,23905.46153846154,25.6,28.5,23.4,0.0,1.6,曇時々晴,曇時々晴,,,0,0
2023-10-01,28699.0,50.0,600.0,24995.10476190476,25.6,29.9,23.3,0.0,1.7,曇,曇後時々晴,,,0,0
2023-10-02,0.0,0.0,0.0,0.0,23.3,27.1,19.6,0.0,5.2,曇時々晴,晴,,,0,0
2023-10-03,0.0,0.0,0.0,0.0,22.8,27.3,17.9,0.0,9.2,晴後曇,曇後時々雨,,,0,0
2023-10-04,18941.0,0.0,1800.0,43318.03846153846,18.7,23.1,17.3,15.0,0.0,雨時々曇,曇時々雨一時霧雨,,,0,0
2023-10-05,24780.0,2000.0,0.0,33835.80754364921,20.0,26.4,16.9,0.0,2.8,曇後晴,晴,,,0,0
2023-10-06,46450.0,548.0,600.0,56919.22222222222,20.8,25.8,15.9,0.0,10.8,晴,薄曇時々晴,,,0,0
2023-10-07,0.0,0.0,0.0,0.0,20.4,25.0,16.8,0.0,7.7,晴後一時曇,晴後時々曇,,,0,0
2023-10-08,36880.0,1000.0,0.0,54753.45707592669,18.1,21.8,14.7,0.0,1.6,曇後時々雨,雨一時曇,,,0,0
2023-10-09,0.0,0.0,0.0,0.0,15.4,16.9,13.8,40.0,0.0,雨,雨一時曇、雷を伴う,,,0,0
2023-10-10,16400.0,0.0,0.0,14466.333333333334,20.2,26.6,16.6,13.0,4.6,晴時々曇一時雨,晴時々薄曇一時雨,,,0,0
2023-10-11,0.0,0.0,0.0,0.0,19.8,24.3,15.7,0.0,6.4,晴一時曇,曇時々晴,,,0,0
2023-10-12,17700.0,0.0,0.0,17700.0,19.4,24.1,15.7,0.0,9.1,晴,晴後一時曇,,,0,0
2023-10-13,0.0,0.0,0.0,0.0,18.5,23.4,14.6,0.0,10.6,晴,晴,,,0,0
2023-10-14,40579.0,0.0,600.0,34746.97967479675,18.2,23.4,12.7,0.0,6.4,曇時々晴,雨時々曇,,,0,0
2023-10-15,3980.0,500.0,0.0,5190.4796747967475,14.9,16.9,14.0,43.5,0.2,大雨後時々曇一時晴,快晴,,,0,0
2023-10-16,53510.0,3861.0,600.0,51131.3543758967,19.0,25.8,12.1,0.0,10.2,快晴,快晴,,,0,0
2023-10-17,0.0,0.0,0.0,0.0,19.5,25.2,15.2,0.0,10.3,快晴,快晴,,,0,0
2023-10-18,18180.0,2796.0,600.0,41169.140876982536,18.9,24.4,13.7,0.0,6.9,晴一時曇,晴一時薄曇,,,0,0
2023-10-19,51150.0,3000.0,0.0,49278.7,20.3,25.4,14.8,0.0,9.3,薄曇一時晴,晴時々薄曇,,,0,0
2023-10-20,8400.0,0.0,0.0,13702.64705882353,21.8,27.1,16.2,0.0,8.4,晴後時々曇,曇,,,0,0
2023-10-21,23780.0,0.0,0.0,25690.47967479675,19.0,22.5,14.3,0.0,6.8,晴時々曇,晴時々曇一時雨,,,0,0
2023-10-22,4400.0,300.0,600.0,6669.142857142857,15.9,20.2,11.5,0.0,9.9,晴,晴時々薄曇,,,0,0
2023-10-23,68550.0,3760.0,600.0,55679.131118881116,16.7,23.0,11.4,0.0,9.2,晴時々薄曇,快晴,,,0,0
2023-10-24,21230.0,0.0,0.0,14626.0,17.7,24.0,12.9,0.0,8.7,晴後一時薄曇,薄曇時々晴,,,0,0
2023-10-25,15750.0,589.0,0.0,20936.47967479675,17.7,22.2,11.4,30.5,4.4,薄曇一時晴,晴時々曇一時大雨、雷を伴う,,,0,0
2023-10-26,27300.0,1000.0,600.0,77257.72727272726,16.9,23.4,11.5,0.0,9.8,快晴,晴,,,0,0
2023-10-27,25580.0,0.0,0.0,27146.146341463413,17.8,23.4,13.4,0.0,8.4,晴,晴後曇,,,0,0
2023-10-28,0.0,0.0,0.0,0.0,17.5,21.4,14.3,0.0,7.2,薄曇後晴,晴時々曇後一時雨,,,0,0
2023-10-29,0.0,0.0,0.0,0.0,16.3,20.8,12.5,5.0,4.1,雨時々曇後晴,快晴,,,0,0
2023-10-30,13980.0,0.0,0.0,31690.47967479675,16.9,22.3,11.6,0.0,9.6,快晴,晴一時薄曇,,,0,0
2023-10-31,58580.0,0.0,0.0,54962.6225319396,17.2,20.9,13.5,0.0,1.1,曇,晴一時曇,,,0,0
2023-11-01,53560.0,6692.0,600.0,73851.3875082992,18.0,23.1,13.1,0.0,9.7,快晴,晴,,,0,0
2023-11-02,3980.0,0.0,0.0,5190.4796747967475,18.2,24.9,13.0,0.0,9.5,晴一時薄曇,晴後一時曇,,,0,0
2023-11-03,54900.0,0.0,0.0,42108.11111111111,18.8,24.3,14.3,0.0,9.5,快晴,快晴,,,0,0
2023-11-04,62310.0,10650.0,600.0,48536.666666666664,19.7,26.3,14.4,0.0,8.1,薄曇時々晴,曇,,,0,0
2023-11-05,14850.0,743.0,0.0,19862.8,20.0,23.7,17.6,0.0,2.4,曇後時々晴一時雨,曇時々晴一時雨,,,0,0
2023-11-06,21500.0,8450.0,0.0,19558.70731707317,21.4,25.1,18.0,0.5,2.0,曇一時雨,曇時々雨,,,0,0
2023-11-07,0.0,0.0,0.0,0.0,22.3,27.5,17.0,4.0,2.5,晴時々雨一時曇,晴一時曇,,,0,0
2023-11-08,12900.0,1290.0,0.0,19558.70731707317,17.7,21.6,14.6,0.0,9.4,快晴,晴後曇,,,0,0
2023-11-09,7960.0,500.0,0.0,5190.4796747967475,17.1,21.0,13.4,0.0,6.4,薄曇時々晴,曇時々晴,,,0,0
2023-11-10,26920.0,2000.0,0.0,32766.66869918699,15.5,17.7,13.5,3.0,0.4,雨時々曇一時晴,晴時々曇一時雨,,,0,0
2023-11-11,43230.0,300.0,600.0,42595.30769230769,13.7,15.9,11.3,0.0,0.0,曇,曇,,,0,0
2023-11-12,62980.0,0.0,600.0,63545.0,10.0,11.7,8.0,0.5,0.0,雨後曇,曇一時晴,,,0,0
2023-11-13,0.0,0.0,0.0,0.0,11.1,15.6,7.9,0.0,6.9,晴時々曇,快晴,,,0,0
2023-11-14,6800.0,0.0,600.0,12416.272727272728,12.1,18.3,5.9,0.0,9.3,晴,曇時々雨一時晴,,,0,0
2023-11-15,7960.0,0.0,0.0,10380.959349593495,11.8,14.3,9.8,0.0,0.0,曇後一時晴,晴,,,0,0
2023-11-16,108121.0,111.0,1200.0,100657.02976587143,12.9,17.6,7.8,0.0,7.6,晴時々曇,雨時々曇,,,0,0
2023-11-17,0.0,0.0,0.0,0.0,11.5,13.6,9.8,33.5,0.0,雨後曇一時晴,晴後一時曇,,,0,0
2023-11-18,28380.0,1500.0,0.0,21534.545454545456,12.3,17.6,7.4,0.0,5.3,晴後時々曇,快晴,,,0,0
2023-11-19,0.0,0.0,0.0,0.0,12.1,19.4,5.9,0.0,9.3,快晴,晴一時薄曇,,,0,0
2023-11-20,25980.0,5196.0,0.0,10380.959349593495,12.4,18.0,7.5,0.0,9.3,快晴,快晴,,,0,0
2023-11-21,16830.0,0.0,0.0,19558.70731707317,11.9,17.6,6.7,0.0,8.0,晴一時曇,晴,,,0,0
2023-11-22,22330.0,0.0,600.0,31173.719298245614,13.4,19.5,7.4,0.0,9.1,快晴,曇一時晴,,,0,0
2023-11-23,3980.0,0.0,0.0,5190.4796747967475,14.7,21.2,9.8,0.0,5.3,曇後晴,快晴,,,0,0
2023-11-24,40239.0,0.0,0.0,34033.625,16.7,24.2,10.6,0.0,9.1,快晴,晴,,,0,0
2023-11-25,0.0,0.0,0.0,0.0,10.5,13.5,8.4,0.0,2.5,曇時々晴,曇一時晴,,,0,0
2023-11-26,15620.0,0.0,0.0,24143.423076923078,7.7,9.5,5.3,0.0,0.0,雨時々曇,曇,,,0,0
2023-11-27,0.0,0.0,0.0,0.0,11.0,15.7,7.4,0.0,8.0,晴,晴後一時曇,,,0,0
2023-11-28,5500.0,0.0,600.0,13295.8,13.9,22.5,8.6,0.0,8.4,晴時々曇,快晴,,,0,0
2023-11-29,15500.0,0.0,0.0,17169.142857142855,11.5,17.6,6.6,0.0,8.9,晴,晴後薄曇,,,0,0
2023-11-30,5480.0,200.0,600.0,8532.625,11.3,16.8,7.9,0.0,7.9,晴,曇一時晴,,,0,0
2023-12-01,0.0,0.0,0.0,0.0,8.7,12.6,6.4,0.0,5.4,晴時々曇,快晴,,,0,0
2023-12-02,0.0,0.0,0.0,0.0,8.3,13.1,4.1,0.0,8.7,晴後一時曇,晴,,,0,0
2023-12-03,28885.0,0.0,600.0,31777.333333333336,9.1,15.2,4.1,0.0,8.3,晴,快晴,,,0,0
2023-12-04,337430.0,12000.0,600.0,368511.1607748087,8.7,14.3,4.7,0.0,8.8,快晴,晴後曇,,,0,0
2023-12-05,288140.0,16000.0,0.0,249096.9113350938,8.1,10.3,5.7,0.0,0.0,曇,雨時々曇,,,0,0
2023-12-06,32250.0,0.0,600.0,41924.52613240418,11.4,16.4,7.1,1.0,7.0,晴時々薄曇一時雨,薄曇後一時晴,,,0,0
2023-12-07,199094.0,13050.0,0.0,128545.21941391942,12.9,19.9,7.1,0.0,8.8,快晴,快晴,,,0,0
2023-12-08,41650.0,200.0,0.0,58949.96153846154,12.3,17.8,6.0,0.0,8.0,快晴,晴一時曇,,,0,0
2023-12-09,52250.0,777.0,0.0,46677.95971636408,11.9,17.2,6.4,0.0,8.3,晴後時々薄曇,薄曇一時晴,,,0,0
2023-12-10,178046.0,12777.0,0.0,180464.30909943715,13.0,19.7,7.2,0.0,8.8,快晴,晴後曇,,,0,0
2023-12-11,19560.0,704.0,600.0,28420.385964912282,13.4,16.0,11.3,0.5,0.0,曇,曇後雨,,,0,0
2023-12-12,16300.0,0.0,0.0,10415.0,11.9,15.4,9.7,15.5,1.4,曇時々雨一時晴,雨時々曇後晴,,,0,0
2023-12-13,13200.0,200.0,0.0,12000.307692307691,10.8,15.1,7.3,0.0,8.9,快晴,晴後時々曇,,,0,0
2023-12-14,0.0,0.0,0.0,0.0,10.2,14.1,6.5,0.0,7.9,晴一時薄曇,曇後時々雨,,,0,0
2023-12-15,0.0,0.0,0.0,0.0,11.0,20.2,7.1,1.0,0.0,曇一時雨,晴,,,0,0
2023-12-16,15900.0,0.0,0.0,15900.0,17.0,21.1,10.8,0.0,5.7,曇後一時晴,曇後晴,,,0,0
2023-12-17,10000.0,0.0,0.0,14547.133333333333,11.2,17.2,5.9,0.0,8.3,晴,快晴,,,0,0
2023-12-18,79310.0,111.0,0.0,109019.66625269085,7.0,11.5,3.8,0.0,6.7,晴時々薄曇,曇一時晴,,,0,0
2023-12-19,4990.0,0.0,600.0,14351.153846153846,7.0,10.6,3.4,0.0,3.3,曇一時晴,曇,,,0,0
2023-12-20,0.0,0.0,0.0,0.0,8.5,13.5,4.6,0.0,6.8,晴時々薄曇,晴時々薄曇,,,0,0
2023-12-21,78699.0,1000.0,600.0,67680.27967479675,7.7,13.1,3.3,0.0,9.0,快晴,快晴,,,0,0
2023-12-22,0.0,0.0,0.0,0.0,5.3,10.1,1.5,0.0,9.0,晴,快晴,,,0,0
2023-12-23,6799.0,0.0,600.0,25193.125,5.0,10.6,0.1,0.0,9.0,快晴,薄曇時々晴,,,0,0
2023-12-24,15400.0,0.0,1200.0,29484.1993006993,4.9,8.8,2.0,0.0,3.0,曇時々晴,快晴,,,0,0
2023-12-25,3800.0,300.0,600.0,22900.0,6.3,12.1,1.0,0.0,8.8,快晴,快晴,,,0,0
2023-12-26,35000.0,0.0,0.0,35000.0,7.6,13.2,2.6,0.0,8.9,快晴,晴,,,0,0
2023-12-27,7700.0,0.0,600.0,7700.0,8.4,12.6,4.3,0.0,4.4,曇一時晴,曇一時晴,,,0,0
2023-12-28,0.0,0.0,0.0,0.0,7.0,10.8,4.4,0.0,6.2,晴時々曇,快晴,,,0,0
2023-12-29,28500.0,0.0,0.0,28500.0,7.8,13.8,2.2,0.0,8.9,快晴,晴,,,0,0
2023-12-30,0.0,0.0,0.0,0.0,9.0,14.4,4.4,0.0,7.1,晴時々薄曇,曇時々晴一時雨,,,0,0
2023-12-31,0.0,0.0,0.0,0.0,9.2,12.7,5.8,1.5,3.7,雨時々曇一時晴,晴一時曇,,,0,0
2024-01-01,619447.0,58639.0,600.0,490349.5747380036,9.2,12.5,4.4,0.0,8.9,快晴,晴後時々曇,,,0,0
2024-01-02,10800.0,1625.0,0.0,23898.264227642278,6.1,9.2,2.8,0.0,1.7,曇時々雨一時晴,晴時々曇,,,0,0
2024-01-03,19400.0,1940.0,0.0,31619.752136752137,7.4,11.0,2.8,0.0,0.5,曇,雨時々曇,,,0,0
2024-01-04,0.0,0.0,0.0,0.0,9.7,15.3,6.3,0.0,6.6,晴一時曇,快晴,,,0,0
2024-01-05,26900.0,690.0,0.0,18714.6,7.4,13.6,2.9,0.0,8.6,快晴,快晴,,,0,0
2024-01-06,34900.0,3490.0,0.0,58834.4817150063,9.1,15.6,3.0,0.0,8.9,快晴,快晴,,,0,0
2024-01-07,15400.0,770.0,0.0,15133.045454545454,8.3,12.7,5.7,0.0,3.2,晴後時々曇,晴一時曇,,,0,0
2024-01-08,6750.0,0.0,0.0,6750.0,5.4,10.2,2.7,0.0,8.8,快晴,晴,,,0,0
2024-01-09,11000.0,1000.0,0.0,9900.0,5.4,11.0,1.5,0.0,8.8,快晴,快晴,,,0,0
2024-01-10,51400.0,4777.0,0.0,79496.8238095238,7.2,12.3,1.7,0.0,6.5,晴後薄曇,曇,,,0,0
2024-01-11,18480.0,1000.0,600.0,25549.423076923078,4.8,7.2,1.8,0.0,0.6,曇,快晴,,,0,0
2024-01-12,58009.0,1000.0,0.0,57403.36953551912,7.1,13.7,0.1,0.0,9.0,快晴,晴後一時曇,,,0,0
2024-01-13,71335.0,1000.0,600.0,100195.85622710623,5.9,11.7,1.2,2.0,5.2,晴時々曇一時雪、雷を伴う,晴一時雪,,,0,0
2024-01-14,0.0,0.0,0.0,0.0,6.4,10.5,0.2,0.0,9.1,快晴,晴,,,0,0
2024-01-15,29280.0,1300.0,0.0,25000.30769230769,6.3,11.4,2.4,0.0,8.1,晴,快晴,,,0,0
2024-01-16,6200.0,0.0,600.0,6200.0,3.7,7.0,0.0,0.0,7.7,晴,快晴,,,0,0
2024-01-17,33000.0,0.0,0.0,33000.0,6.2,12.2,0.8,0.0,9.1,快晴,晴一時曇,,,0,0
2024-01-18,3980.0,398.0,0.0,5190.4796747967475,8.5,13.4,2.5,0.0,4.0,晴後曇,曇,,,0,0
2024-01-19,13500.0,1350.0,0.0,14351.153846153846,10.2,15.1,7.6,0.0,7.4,薄曇時々晴,曇,,,0,0
2024-01-20,101030.0,6660.0,600.0,83787.17062937064,6.3,7.6,4.6,2.5,0.0,曇後雨,雨,,,0,0
2024-01-21,12320.0,0.0,0.0,19558.70731707317,8.1,12.1,4.6,31.5,0.6,雨後時々曇一時晴,快晴,,,0,0
2024-01-22,58200.0,0.0,0.0,48758.707317073175,10.7,14.6,6.7,0.0,4.3,曇時々晴一時雨,晴時々曇一時雨,,,0,0
2024-01-23,0.0,0.0,0.0,0.0,9.0,13.9,5.5,0.0,7.9,晴時々薄曇,曇後晴,,,0,0
2024-01-24,0.0,0.0,0.0,0.0,4.5,8.4,1.1,0.0,5.8,晴一時薄曇,快晴,,,0,0
2024-01-25,0.0,0.0,0.0,0.0,4.2,9.6,-1.1,0.0,9.3,快晴,快晴,,,0,0
2024-01-26,58000.0,2000.0,0.0,58000.0,6.2,12.0,1.8,0.0,9.4,快晴,快晴,,,0,0
2024-01-27,20680.0,1500.0,0.0,20680.0,7.2,12.2,2.9,0.0,9.2,快晴,晴一時曇,,,0,0
2024-01-28,0.0,0.0,0.0,0.0,6.0,9.6,2.8,0.0,1.7,曇,晴一時曇,,,0,0
2024-01-29,6000.0,0.0,600.0,15247.238095238095,6.8,11.9,2.4,0.0,9.3,快晴,晴時々曇,,,0,0
2024-01-30,0.0,0.0,0.0,0.0,7.7,13.3,4.0,0.0,9.0,晴,快晴,,,0,0
2024-01-31,0.0,0.0,0.0,0.0,9.3,14.1,2.7,0.0,9.3,快晴,晴後曇一時雨,,,0,0
2024-02-01,5600.0,0.0,600.0,19862.8,9.8,16.3,5.0,0.0,5.0,晴時々曇,曇一時晴,,,0,0
2024-02-02,0.0,0.0,0.0,0.0,5.0,7.6,3.3,0.0,0.4,曇,曇後晴,,,0,0
2024-02-03,0.0,0.0,0.0,0.0,6.9,11.7,3.4,0.0,8.7,晴,曇後雨,,,0,0
2024-02-04,0.0,0.0,0.0,0.0,4.9,6.9,2.6,5.0,0.0,雨後曇,晴後曇,,,0,0
2024-02-05,51990.0,0.0,600.0,25784.29487179487,3.0,6.2,0.3,35.0,0.0,曇後雪時々雨一時みぞれ,雪後雨一時みぞれ、雷を伴う,,,0,0
2024-02-06,14520.0,0.0,0.0,14520.0,3.4,5.4,0.8,2.0,0.0,雨後時々曇,曇後晴,,,0,0
2024-02-07,22000.0,0.0,0.0,23934.85714285714,4.7,9.6,-0.1,0.0,9.2,快晴,晴後一時曇,,,0,0
2024-02-08,5200.0,0.0,600.0,8816.42857142857,5.7,11.3,1.2,0.0,6.9,晴時々曇,薄曇時々晴,,,0,0
2024-02-09,20350.0,0.0,0.0,20144.142857142855,6.8,11.3,2.5,0.0,6.9,薄曇時々晴,晴時々曇,,,0,0
2024-02-10,0.0,0.0,0.0,0.0,7.1,12.4,1.8,0.0,9.5,晴一時薄曇,晴,,,0,0
2024-02-11,82500.0,300.0,600.0,69434.85714285714,8.1,12.8,4.3,0.0,6.4,晴後一時曇,曇一時雨,,,0,0
2024-02-12,0.0,0.0,0.0,0.0,7.3,12.7,3.6,0.0,9.0,晴一時曇,快晴,,,0,0
2024-02-13,24810.0,0.0,0.0,22757.5,9.6,17.3,1.6,0.0,9.7,快晴,快晴,,,0,0
2024-02-14,41030.0,0.0,0.0,28645.32786885246,10.9,18.5,4.2,0.0,8.1,晴後曇,曇後晴,,,0,0
2024-02-15,28499.0,0.0,600.0,26149.6,14.4,21.1,6.1,0.0,7.7,薄曇後時々晴,曇一時雨,,,0,0
2024-02-16,0.0,0.0,0.0,0.0,10.6,17.0,6.2,0.0,8.8,晴一時薄曇,曇一時晴,,,0,0
2024-02-17,0.0,0.0,0.0,0.0,9.0,13.6,4.6,0.0,2.1,曇,曇後一時雨,,,0,0
2024-02-18,43930.0,0.0,0.0,38829.64406779661,13.4,18.8,9.2,0.0,6.9,晴一時曇,晴時々曇一時雨,,,0,0
2024-02-19,8140.0,0.0,600.0,6669.142857142857,15.0,17.2,12.8,5.0,0.1,雨一時曇,雨時々曇,,,0,0
2024-02-20,58300.0,4000.0,0.0,57290.65573770492,18.1,23.7,12.8,0.0,5.2,曇一時晴,曇時々雨,,,0,0
2024-02-21,0.0,0.0,0.0,0.0,8.7,13.2,7.3,5.5,0.0,雨,雨,,,0,0
2024-02-22,12800.0,0.0,0.0,14857.142857142857,5.5,8.0,3.6,6.5,0.0,雨一時曇,雨,,,0,0
2024-02-23,0.0,0.0,0.0,0.0,2.8,4.0,1.7,6.5,0.0,雨一時みぞれ,曇一時雨後晴,,,0,0
2024-02-24,50350.0,200.0,1200.0,44061.482142857145,5.3,10.3,1.2,0.0,9.5,薄曇時々晴,薄曇,,,0,0
2024-02-25,5500.0,0.0,600.0,42925.0,4.4,5.8,3.5,8.5,0.0,雨一時曇,雨後一時曇,,,0,0
2024-02-26,32230.0,0.0,0.0,24492.5,7.8,13.3,4.8,0.5,9.4,晴一時薄曇,快晴,,,0,0
2024-02-27,0.0,0.0,0.0,0.0,7.0,11.4,4.1,0.0,10.7,快晴,晴一時薄曇,,,0,0
2024-02-28,17820.0,0.0,0.0,19558.70731707317,8.3,14.4,4.1,0.0,10.8,快晴,晴時々曇,,,0,0
2024-02-29,0.0,0.0,0.0,0.0,7.6,11.8,3.5,4.0,1.4,曇後一時雨,雨,,,0,0
2024-03-01,16280.0,0.0,0.0,9972.857142857143,9.9,16.4,3.7,15.5,6.2,晴時々曇一時雨,曇後時々晴一時雨,,,0,0
2024-03-02,30800.0,0.0,0.0,27985.666666666664,6.3,10.1,3.9,0.0,2.5,曇一時晴,晴一時曇,,,0,0
2024-03-03,10000.0,0.0,0.0,8075.0,7.5,13.4,1.2,0.0,10.3,快晴,快晴,,,0,0
2024-03-04,313198.0,5150.0,0.0,275976.96449363645,9.4,15.7,2.9,0.0,10.6,快晴,薄曇一時晴,,,0,0
2024-03-05,90910.0,5000.0,1200.0,117285.07034632034,6.4,9.1,2.0,19.0,0.0,曇後雨,雨,,,0,0
2024-03-06,24600.0,0.0,0.0,28666.333333333332,5.6,10.4,2.0,11.0,0.4,雨後曇,曇,,,0,0
2024-03-07,59009.0,20.0,0.0,73866.71064023695,6.9,10.7,4.9,0.0,2.3,曇後一時晴,雨時々曇一時雪、みぞれを伴う,,,0,0
2024-03-08,102825.0,2050.0,0.0,114533.00555555556,4.5,9.4,0.4,19.0,1.6,曇時々雨一時雪,晴時々曇一時雨,,,0,0
2024-03-09,116400.0,0.0,0.0,139184.3576307572,6.1,11.2,2.6,0.0,10.7,快晴,快晴,,,0,0
2024-03-10,162482.0,100.0,600.0,206215.58403490862,6.7,13.6,0.5,0.0,11.0,快晴,快晴,,,0,0
2024-03-11,28300.0,1000.0,600.0,31839.446570972887,8.2,13.8,1.8,0.0,8.8,晴後時々薄曇,曇,,,0,0
2024-03-12,36700.0,790.0,0.0,32035.0,7.8,10.0,6.1,36.0,0.0,大雨一時曇,曇時々雨一時晴,,,0,0
2024-03-13,12800.0,0.0,0.0,10850.0,9.5,13.7,6.7,0.0,10.7,快晴,晴後時々曇,,,0,0
2024-03-14,26400.0,0.0,0.0,17799.0,9.5,15.6,2.8,0.0,11.3,快晴,快晴,,,0,0
2024-03-15,0.0,0.0,0.0,0.0,11.8,17.6,6.2,0.0,11.2,快晴,快晴,,,0,0
2024-03-16,0.0,0.0,0.0,0.0,14.8,22.7,10.8,0.0,10.8,快晴,晴時々曇一時雨,,,0,0
2024-03-17,21700.0,0.0,0.0,28243.786924939464,16.0,21.7,9.8,0.0,8.6,晴一時曇,曇後時々晴,,,0,0
2024-03-18,121200.0,0.0,0.0,56922.01540832049,9.5,14.6,4.1,0.0,11.2,快晴,晴後一時曇,,,0,0
2024-03-19,24301.0,0.0,0.0,34406.0275974026,8.4,12.4,3.7,0.0,4.6,曇後一時晴,快晴,,,0,0
2024-03-20,22630.0,200.0,600.0,20472.733333333334,8.5,15.7,4.7,1.0,7.8,晴後曇時々雨、雷を伴う,晴時々薄曇,,,0,0
2024-03-21,0.0,0.0,0.0,0.0,6.5,11.4,3.4,0.0,11.6,晴,快晴,,,0,0
2024-03-22,13820.0,0.0,600.0,14963.142857142857,7.2,13.3,1.8,0.0,11.7,快晴,晴時々薄曇,,,0,0
2024-03-23,17900.0,1000.0,0.0,21800.0,5.7,9.3,2.6,0.5,0.4,雨時々曇一時晴,晴時々薄曇,,,0,0
2024-03-24,12810.0,0.0,0.0,22205.0,10.2,15.5,4.2,1.0,0.6,曇後一時雨,雨一時霧雨,,,0,0
2024-03-25,21250.0,300.0,600.0,29323.53846153846,11.3,12.5,10.8,9.0,0.0,雨時々曇,曇時々雨,,,0,0
2024-03-26,6000.0,0.0,600.0,6669.142857142857,9.4,12.3,6.1,45.0,0.0,大雨,雨時々曇一時晴,,,0,0
2024-03-27,18300.0,1000.0,600.0,25647.607142857145,10.9,16.5,6.0,0.0,10.9,晴,晴時々曇,,,0,0
2024-03-28,13500.0,0.0,0.0,13500.0,10.9,14.6,7.2,2.5,0.4,曇一時雨,雨一時曇,,,0,0
2024-03-29,0.0,0.0,0.0,0.0,16.3,22.2,11.7,29.0,4.2,雨後晴,快晴,,,0,0
2024-03-30,0.0,0.0,0.0,0.0,17.8,24.6,12.3,0.0,10.5,晴時々薄曇,薄曇後晴,,,0,0
2024-03-31,0.0,0.0,0.0,0.0,19.5,28.1,12.2,0.0,10.7,晴時々薄曇,曇後時々雨,,,0,0
2024-04-01,34980.0,0.0,600.0,37641.893939393936,14.6,19.7,11.8,3.0,3.8,曇時々雨一時晴,快晴,,,0,0
2024-04-02,18480.0,0.0,0.0,17255.0,14.2,20.6,8.4,0.0,10.6,晴後薄曇,曇,,,0,0
2024-04-03,13750.0,4000.0,600.0,13338.285714285714,13.9,16.6,12.3,11.5,0.0,雨時々曇,雨時々曇,,,0,0
2024-04-04,9020.0,1000.0,600.0,9020.0,15.4,19.9,11.3,4.0,0.1,曇一時雨,曇後一時雨,,,0,0
2024-04-05,5480.0,0.0,600.0,5480.0,11.4,15.1,9.0,0.5,0.0,曇時々雨,曇時々雨,,,0,0
2024-04-06,0.0,0.0,0.0,0.0,12.7,15.8,9.0,0.0,0.0,曇,曇時々雨,,,0,0
2024-04-07,17200.0,0.0,0.0,14141.214285714286,17.0,22.6,13.1,1.5,8.2,薄曇時々晴一時雨,曇,,,0,0
2024-04-08,0.0,0.0,0.0,0.0,18.8,23.2,15.4,0.0,2.3,曇後雨,曇時々雨,,,0,0
2024-04-09,36201.0,1000.0,600.0,79086.0,15.6,19.8,9.7,55.5,0.0,大雨一時曇,曇一時晴,,,0,0
2024-04-10,0.0,0.0,0.0,0.0,11.7,17.8,7.4,0.0,11.9,晴,晴一時薄曇,,,0,0
2024-04-11,0.0,0.0,0.0,0.0,14.0,19.8,7.7,0.0,9.3,晴後薄曇,曇,,,0,0
2024-04-12,0.0,0.0,0.0,0.0,15.0,18.2,12.8,2.5,1.8,曇一時雨,晴,,,0,0
2024-04-13,0.0,0.0,0.0,0.0,16.4,22.7,11.1,0.0,10.5,薄曇時々晴,薄曇後晴,,,0,0
2024-04-14,55389.0,1000.0,0.0,95319.5,18.0,24.8,12.7,0.0,11.5,快晴,晴一時薄曇,,ストアラリー（買い回りキャンペーン）,0,1
