OrderTime,TotalPrice,TotalMallCouponDiscount,ShipCharge,Holiday,Tier_Extremely High,Tier_High,Tier_Low,Tier_Medium,Tier_Very High,Tier_Very Low,Season_春夏,Season_春秋,Season_秋冬,Category_Accessory,Category_Bottoms,Category_Dress,Category_Other,Category_Outer,Category_Suit,Category_Tops,Week_Friday,Week_Monday,Week_Saturday,Week_Sunday,Week_Thursday,Week_Tuesday,Week_Wednesday,平均気温(℃),最高気温(℃),最低気温(℃),降水量の合計(mm),日照時間(時間),SaleEventFlag_rakuten,SaleEventFlag_yahoo,weather_day_cat,weather_night_cat,weather_day_晴,weather_day_曇,weather_day_複合(晴雨混在),weather_day_雨,weather_day_雪,weather_day_雷,weather_night_晴,weather_night_曇,weather_night_複合(晴雨混在),weather_night_雨,weather_night_雪,weather_night_雷
2022-03-23,11000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.2,10.5,0.5,1.0,6.3,1,1,晴,雪,1,0,0,0,0,0,0,0,0,0,1,0
2022-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,14.3,2.4,1.0,9.5,1,1,晴,晴,1,0,0,0,0,0,1,0,0,0,0,0
2022-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2,17.6,5.2,0.0,10.9,1,1,晴,曇,1,0,0,0,0,0,0,1,0,0,0,0
2022-03-26,100140.0,15037.0,600.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,16.1,19.0,13.3,7.5,0.0,1,1,複合(晴雨混在),複合(晴雨混在),0,0,1,0,0,0,0,0,1,0,0,0
2022-03-27,61900.0,15750.0,600.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,16.2,21.4,11.5,0.5,2.1,1,1,晴,複合(晴雨混在),1,0,0,0,0,0,0,0,1,0,0,0
2022-03-28,42350.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,13.5,19.0,10.7,0.0,6.1,1,1,晴,曇,1,0,0,0,0,0,0,1,0,0,0,0
2022-03-29,8080.0,0.0,600.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.2,11.0,9.1,0.0,0.0,0,1,曇,曇,0,1,0,0,0,0,0,1,0,0,0,0
2022-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,20.3,9.3,0.0,3.9,0,0,晴,晴,1,0,0,0,0,0,1,0,0,0,0,0
2022-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1,22.8,8.9,7.0,6.0,0,0,曇,雨,0,1,0,0,0,0,0,0,0,1,0,0
2022-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,12.4,3.9,16.5,5.2,0,0,複合(晴雨混在),晴,0,0,1,0,0,0,1,0,0,0,0,0
2022-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,12.9,3.6,0.0,11.6,0,1,晴,複合(晴雨混在),1,0,0,0,0,0,0,0,1,0,0,0
2022-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,10.1,6.6,13.5,0.0,0,1,複合(晴雨混在),雨,0,0,1,0,0,0,0,0,0,1,0,0
2022-04-04,71600.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.5,9.8,6.7,53.5,0.0,0,1,雨,複合(晴雨混在),0,0,0,1,0,0,0,0,1,0,0,0
2022-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6,17.9,8.2,1.5,3.1,0,1,複合(晴雨混在),曇,0,0,1,0,0,0,0,1,0,0,0,0
2022-04-06,6100.0,0.0,600.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.5,21.8,10.6,0.0,7.9,0,1,晴,晴,1,0,0,0,0,0,1,0,0,0,0,0
2022-04-07,57780.0,770.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,14.3,19.2,10.9,0.0,6.2,0,1,曇,晴,0,1,0,0,0,0,1,0,0,0,0,0
2022-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4,21.7,9.7,0.0,11.8,0,1,晴,晴,1,0,0,0,0,0,1,0,0,0,0,0
2022-04-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.2,23.8,10.1,0.0,11.5,0,1,晴,晴,1,0,0,0,0,0,1,0,0,0,0,0
2022-04-10,57600.0,10750.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,19.6,26.8,13.0,0.0,11.8,1,1,晴,晴,1,0,0,0,0,0,1,0,0,0,0,0
2022-04-11,7200.0,0.0,600.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.9,24.7,13.8,0.0,9.5,1,1,晴,晴,1,0,0,0,0,0,1,0,0,0,0,0
2022-04-12,51400.0,10600.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,20.0,25.6,15.4,0.0,11.8,1,1,晴,晴,1,0,0,0,0,0,1,0,0,0,0,0
2022-04-13,36100.0,8540.0,600.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.8,26.4,15.2,0.0,11.3,1,1,晴,複合(晴雨混在),1,0,0,0,0,0,0,0,1,0,0,0
2022-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.3,20.2,10.0,4.0,0.0,1,1,雨,複合(晴雨混在),0,0,0,1,0,0,0,0,1,0,0,0
2022-04-15,55200.0,16560.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.1,12.1,8.3,19.5,0.0,1,1,雨,複合(晴雨混在),0,0,0,1,0,0,0,0,1,0,0,0
2022-04-16,37400.0,0.0,600.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,12.5,20.2,8.0,1.0,5.5,1,1,複合(晴雨混在),晴,0,0,1,0,0,0,1,0,0,0,0,0
2022-04-17,10000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.7,17.8,9.9,0.0,4.6,0,1,曇,晴,0,1,0,0,0,0,1,0,0,0,0,0
2022-04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.3,18.2,11.7,28.5,0.9,0,1,複合(晴雨混在),複合(晴雨混在),0,0,1,0,0,0,0,0,1,0,0,0
2022-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.3,20.9,10.6,1.0,7.6,0,1,晴,複合(晴雨混在),1,0,0,0,0,0,0,0,1,0,0,0
2022-04-20,15000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.2,14.0,9.5,1.5,0.0,0,0,複合(晴雨混在),複合(晴雨混在),0,0,1,0,0,0,0,0,1,0,0,0
2022-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4,21.5,12.2,8.5,3.6,0,0,晴,複合(晴雨混在),1,0,0,0,0,0,0,0,1,0,0,0
2022-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.2,26.2,13.5,29.0,8.1,0,1,晴,晴,1,0,0,0,0,0,1,0,0,0,0,0
2022-04-23,8500.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.8,26.7,16.5,0.0,6.1,0,1,晴,曇,1,0,0,0,0,0,0,1,0,0,0,0
2022-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3,20.3,14.1,3.5,0.0,1,1,複合(晴雨混在),複合(晴雨混在),0,0,1,0,0,0,0,0,1,0,0,0
2022-04-25,13200.0,660.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19.9,26.6,13.0,0.0,11.8,1,1,晴,晴,1,0,0,0,0,0,1,0,0,0,0,0
2022-04-26,27500.0,8250.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21.3,23.6,17.9,2.5,0.0,1,1,複合(晴雨混在),複合(晴雨混在),0,0,1,0,0,0,0,0,1,0,0,0
2022-04-27,51800.0,15540.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,23.0,27.7,18.9,0.5,1.6,1,1,複合(晴雨混在),曇,0,0,1,0,0,0,0,1,0,0,0,0
2022-04-28,14080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,16.9,21.1,14.2,0.0,5.5,1,1,晴,晴,1,0,0,0,0,0,1,0,0,0,0,0
2022-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9,16.4,9.0,40.0,0.2,0,1,複合(晴雨混在),複合(晴雨混在),0,0,1,0,0,0,0,0,1,0,0,0
2022-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6,18.4,7.4,0.0,12.4,0,1,晴,晴,1,0,0,0,0,0,1,0,0,0,0,0
2022-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.7,16.8,10.8,12.0,0.0,0,1,複合(晴雨混在),複合(晴雨混在),0,0,1,0,0,0,0,0,1,0,0,0
2022-05-02,12650.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.3,19.4,9.5,1.0,4.1,0,1,晴,雷,1,0,0,0,0,0,0,0,0,0,0,1
2022-05-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,20.4,9.3,0.0,12.3,0,1,晴,晴,1,0,0,0,0,0,1,0,0,0,0,0
2022-05-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.9,25.0,10.8,0.0,12.4,0,1,晴,晴,1,0,0,0,0,0,1,0,0,0,0,0
2022-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8,26.3,13.6,0.0,11.8,0,1,晴,晴,1,0,0,0,0,0,1,0,0,0,0,0
2022-05-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5,24.5,15.2,0.0,7.9,0,1,晴,複合(晴雨混在),1,0,0,0,0,0,0,0,1,0,0,0
2022-05-07,8500.0,1000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.5,22.8,15.4,7.5,0.8,0,1,複合(晴雨混在),晴,0,0,1,0,0,0,1,0,0,0,0,0
2022-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.3,22.5,16.2,0.0,5.1,0,1,晴,複合(晴雨混在),1,0,0,0,0,0,0,0,1,0,0,0
2022-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1,17.3,11.2,8.0,0.0,0,1,複合(晴雨混在),複合(晴雨混在),0,0,1,0,0,0,0,0,1,0,0,0
2022-05-10,34550.0,1000.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,16.5,23.0,11.2,0.5,11.4,1,1,晴,晴,1,0,0,0,0,0,1,0,0,0,0,0
2022-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.7,24.6,13.0,0.0,9.9,1,1,晴,晴,1,0,0,0,0,0,1,0,0,0,0,0
2022-05-12,31350.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,19.4,25.0,16.3,2.0,1.3,1,1,複合(晴雨混在),雨,0,0,1,0,0,0,0,0,0,1,0,0
2022-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.8,20.6,17.3,28.5,0.0,1,1,雨,複合(晴雨混在),0,0,0,1,0,0,0,0,1,0,0,0
2022-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.8,25.6,19.6,9.5,1.8,1,1,複合(晴雨混在),曇,0,0,1,0,0,0,0,1,0,0,0,0
2022-05-15,47550.0,0.0,1200.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,17.5,19.9,14.7,1.0,0.0,1,1,曇,複合(晴雨混在),0,1,0,0,0,0,0,0,1,0,0,0
2022-05-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,15.6,13.2,7.5,0.0,1,1,複合(晴雨混在),曇,0,0,1,0,0,0,0,1,0,0,0,0
2022-05-17,32411.0,0.0,1800.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,15.7,18.2,13.7,0.5,0.0,0,1,複合(晴雨混在),晴,0,0,1,0,0,0,1,0,0,0,0,0
2022-05-18,50700.0,0.0,600.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,18.8,24.9,13.4,0.0,11.8,0,1,晴,晴,1,0,0,0,0,0,1,0,0,0,0,0
2022-05-19,29300.0,0.0,1200.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,20.5,26.6,14.2,0.0,9.2,0,1,晴,晴,1,0,0,0,0,0,1,0,0,0,0,0
2022-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.2,25.9,16.3,0.0,5.1,0,1,晴,曇,1,0,0,0,0,0,0,1,0,0,0,0
2022-05-21,39800.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,18.2,20.7,15.0,39.5,0.0,0,1,複合(晴雨混在),複合(晴雨混在),0,0,1,0,0,0,0,0,1,0,0,0
2022-05-22,21700.0,0.0,600.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,19.0,25.9,14.0,1.5,5.4,0,1,晴,雷,1,0,0,0,0,0,0,0,0,0,0,1
2022-05-23,38810.0,2500.0,600.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,19.6,26.1,16.0,0.5,6.7,0,1,晴,曇,1,0,0,0,0,0,0,1,0,0,0,0
2022-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.9,26.2,16.5,0.0,10.8,1,1,晴,晴,1,0,0,0,0,0,1,0,0,0,0,0
2022-05-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.8,27.0,18.0,0.0,8.8,1,1,晴,晴,1,0,0,0,0,0,1,0,0,0,0,0
2022-05-26,6900.0,200.0,600.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21.6,26.2,17.2,0.0,8.3,1,1,晴,複合(晴雨混在),1,0,0,0,0,0,0,0,1,0,0,0
2022-05-27,6600.0,0.0,600.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,24.6,19.2,59.5,1.2,1,1,複合(晴雨混在),晴,0,0,1,0,0,0,1,0,0,0,0,0
2022-05-28,7800.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.4,27.7,16.8,0.0,10.1,1,1,晴,晴,1,0,0,0,0,0,1,0,0,0,0,0
2022-05-29,7194.0,200.0,1200.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,24.1,31.2,16.6,0.0,13.3,1,1,晴,晴,1,0,0,0,0,0,1,0,0,0,0,0
2022-05-30,8520.0,0.0,600.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22.3,27.8,18.8,0.0,11.4,1,1,晴,複合(晴雨混在),1,0,0,0,0,0,0,0,1,0,0,0
2022-05-31,11330.0,200.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.7,20.4,16.6,19.0,0.2,0,1,複合(晴雨混在),曇,0,0,1,0,0,0,0,1,0,0,0,0
2022-06-01,36100.0,0.0,1200.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,21.8,27.1,17.3,0.0,8.2,0,1,晴,晴,1,0,0,0,0,0,1,0,0,0,0,0
2022-06-02,24800.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,22.5,28.1,17.6,0.0,10.2,0,1,晴,晴,1,0,0,0,0,0,1,0,0,0,0,0
2022-06-03,12920.0,0.0,1200.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,20.6,27.2,17.3,5.0,5.1,0,1,雷,晴,0,0,0,0,0,1,1,0,0,0,0,0
2022-06-04,451909.0,12000.0,1200.0,0.0,5.0,0.0,0.0,1.0,3.0,0.0,7.0,2.0,0.0,0.0,4.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,20.3,25.6,15.8,0.0,10.5,0,1,晴,晴,1,0,0,0,0,0,1,0,0,0,0,0
2022-06-05,32900.0,777.0,600.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,21.5,26.2,18.2,0.0,4.2,1,1,曇,複合(晴雨混在),0,1,0,0,0,0,0,0,1,0,0,0
2022-06-06,143150.0,23152.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,16.6,18.4,15.7,43.5,0.0,1,1,雨,複合(晴雨混在),0,0,0,1,0,0,0,0,1,0,0,0
2022-06-07,57208.0,3200.0,600.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,16.8,19.8,15.3,3.5,0.2,1,1,複合(晴雨混在),複合(晴雨混在),0,0,1,0,0,0,0,0,1,0,0,0
