OrderTime,TotalPrice,TotalMallCouponDiscount,ShipCharge,Brand_English,Brand_Japanese,Holiday,brand_avg_sales,price_tier,Tier_Extremely High,Tier_High,Tier_Low,Tier_Medium,Tier_Very High,Tier_Very Low,Season_春夏,Season_春秋,Season_秋冬,Category_Accessory,Category_Bottoms,Category_Dress,Category_Other,Category_Outer,Category_Suit,Category_Tops,Week_Friday,Week_Monday,Week_Saturday,Week_Sunday,Week_Thursday,Week_Tuesday,Week_Wednesday,平均気温(℃),最高気温(℃),最低気温(℃),降水量の合計(mm),日照時間(時間),天気概況(昼：06時～18時),天気概況(夜：18時～翌日06時),rakuten_sale_name,yahoo_sale_name
2021-06-16,27720,0.0,0,TOKYO SOIR,東京ソワール,0,21574.64406779661,Extremely High,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,22.2,24.9,20.6,30.5,0.0,雨時々曇、雷を伴う,曇一時雨,,
2021-06-20,20000,0.0,0,INDIVI,インディヴィ,0,15133.045454545454,Very High,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,22.8,28.6,19.5,14.5,1.0,曇一時雨,曇,,
2021-06-22,18000,0.0,0,NIJYUSANKU,23区,0,12000.307692307691,High,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,23.1,28.6,19.1,0.0,3.2,曇,曇,,
2021-06-24,7200,0.0,0,CHRISTIAN AUJARD,クリスチャンオジャール,0,8294.0,Medium,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,22.8,27.2,19.1,0.0,3.3,曇後一時晴,曇,,
2021-07-02,39500,500.0,0,Toyoko Saito,斉藤都世子,0,28779.75,Extremely High,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,21.2,22.2,20.3,68.0,0.0,大雨,大雨,,
2021-07-07,11500,0.0,0,Chamois V,シャミーヴィ,0,14893.333333333334,High,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,25.8,30.0,22.9,0.5,1.9,曇一時雨,曇,,
2021-07-07,19800,0.0,0,ISSEY MIYAKE,イッセイミヤケ,0,32955.625,Extremely High,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,25.8,30.0,22.9,0.5,1.9,曇一時雨,曇,,
2021-07-09,10400,0.0,0,Aylesbury,アリスバーリー,0,15746.0,Very High,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,23.5,24.9,22.2,9.0,0.0,雨時々曇,曇時々雨,,
2021-07-10,38000,11400.0,0,JIL SANDER,ジルサンダー,0,85775.0,Extremely High,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,27.0,33.4,22.7,4.5,9.0,晴時々曇,曇一時雨、雷を伴う,,
2021-07-19,26200,7860.0,0,YUKI TORII,ユキトリイ,0,24143.423076923078,Extremely High,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,29.2,34.7,25.1,0.0,11.0,晴,晴後曇,,
2021-07-20,16800,1000.0,0,Itariya,伊太利屋,0,15773.719298245614,Very High,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,28.8,34.0,25.6,0.0,9.8,晴後薄曇,薄曇後晴,,
2021-07-24,33000,2000.0,0,YUKI TORII,ユキトリイ,0,24143.423076923078,Extremely High,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,28.5,34.4,25.3,0.0,7.3,晴,晴,,
2021-07-29,15800,0.0,0,Max Mara,マックスマーラ,0,19558.70731707317,Very High,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,27.8,32.1,24.3,0.0,4.5,曇時々晴,曇一時晴,,
2021-07-31,9950,0.0,600,courrèges,クレージュ,0,11421.0,High,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27.5,32.5,23.3,0.0,8.6,晴一時曇,晴,,
2021-08-05,12000,1000.0,0,Miss Chloe,ミスクロエ,0,11980.0,High,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,29.1,34.7,24.0,0.0,11.7,晴後時々薄曇,薄曇後晴,,
2021-08-10,78100,23430.0,0,Leilian,レリアン,0,28645.32786885246,Extremely High,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,31.0,36.8,27.2,0.0,9.2,晴,晴一時曇,,
2021-08-10,78100,23430.0,0,Leilian,レリアン,0,28645.32786885246,Extremely High,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,31.0,36.8,27.2,0.0,9.2,晴,晴一時曇,,
2021-08-14,7420,0.0,600,AXARA,アクサラ,0,7420.0,Medium,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,22.3,25.6,20.1,77.0,0.0,雨,大雨,,
2021-08-15,14500,0.0,0,Theory,セオリー,0,19862.8,Very High,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,19.3,20.2,18.4,138.5,0.0,大雨,雨時々曇,,
2021-08-17,17600,0.0,0,Max Mara,マックスマーラ,0,19558.70731707317,Very High,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,23.7,27.4,20.7,23.5,1.2,雨時々曇,曇時々雨一時晴,,
2021-08-17,8300,100.0,600,Odds On Japan,オッズオンジャパン,0,8300.0,Medium,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,23.7,27.4,20.7,23.5,1.2,雨時々曇,曇時々雨一時晴,,
2021-08-17,18700,0.0,0,Shisendo,詩仙堂,0,17255.0,Very High,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,23.7,27.4,20.7,23.5,1.2,雨時々曇,曇時々雨一時晴,,
2021-08-18,18700,500.0,0,TOKYO SOIR,東京ソワール,0,21574.64406779661,Extremely High,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,27.0,31.3,24.5,3.0,5.8,晴時々曇一時雨,晴後一時曇,,
2021-08-18,11000,0.0,0,HIROKO BIS,ヒロコビス,0,13567.692307692309,High,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,27.0,31.3,24.5,3.0,5.8,晴時々曇一時雨,晴後一時曇,,
2021-08-20,20680,0.0,0,LAPINE,ラピーヌ,0,19238.333333333332,Very High,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,28.7,33.7,25.2,0.0,10.9,晴,晴後一時薄曇,,
2021-08-20,11000,0.0,0,pierre cardin,ピエールカルダン,0,19108.11111111111,Very High,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,28.7,33.7,25.2,0.0,10.9,晴,晴後一時薄曇,,
2021-08-23,12100,0.0,0,No Brand,ノーブランド,0,5190.4796747967475,Medium,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,26.9,30.3,22.2,2.5,4.2,曇一時雨後一時晴、雷を伴う,晴時々薄曇,,
2021-08-24,8300,0.0,600,Douceur,ドゥスール,0,8300.0,Medium,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,27.5,31.0,23.9,0.0,4.2,曇,曇時々雨,,
2021-08-27,9400,0.0,600,Oliver by Valentino,オリバーヴァレンティノ,0,9400.0,Medium,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,30.0,34.3,26.9,0.0,9.0,晴時々曇,晴一時曇,,
2021-09-04,44450,0.0,0,Toyoko Saito,斉藤都世子,0,28779.75,Extremely High,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,20.6,22.9,19.2,14.0,0.0,雨時々曇,雨,,
2021-09-04,44450,0.0,0,Toyoko Saito,斉藤都世子,0,28779.75,Extremely High,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,20.6,22.9,19.2,14.0,0.0,雨時々曇,雨,,
2021-09-04,12000,1000.0,0,VALENTINO,ヴァレンティノ,0,25950.0,Extremely High,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,20.6,22.9,19.2,14.0,0.0,雨時々曇,雨,,
2021-09-04,9790,0.0,0,madame hanai,マダムハナイ,0,16295.0,Very High,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,20.6,22.9,19.2,14.0,0.0,雨時々曇,雨,,
2021-09-04,4450,0.0,0,WHITE ITARKIARD,ホワイトイタリヤード,0,4450.0,Low,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,20.6,22.9,19.2,14.0,0.0,雨時々曇,雨,,
2021-09-04,4300,0.0,0,NARACAMICIE,ナラカミーチェ,0,9261.214285714286,Medium,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,20.6,22.9,19.2,14.0,0.0,雨時々曇,雨,,
2021-09-04,44450,0.0,0,Toyoko Saito,斉藤都世子,0,28779.75,Extremely High,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,20.6,22.9,19.2,14.0,0.0,雨時々曇,雨,,
2021-09-05,14500,1000.0,0,CHIGUSA Bowbell,ちぐさボーベル,0,21534.545454545456,Extremely High,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,21.0,24.7,18.6,10.0,0.3,曇一時雨,曇一時晴,,
2021-09-05,9000,0.0,0,Sensounico,センソユニコ,0,13478.75,High,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,21.0,24.7,18.6,10.0,0.3,曇一時雨,曇一時晴,,
2021-09-05,37500,18750.0,0,BURBERRY,バーバリー,0,23934.85714285714,Extremely High,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,21.0,24.7,18.6,10.0,0.3,曇一時雨,曇一時晴,,
2021-09-05,8700,777.0,0,Leilian,レリアン,0,28645.32786885246,Extremely High,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,21.0,24.7,18.6,10.0,0.3,曇一時雨,曇一時晴,,
2021-09-05,8100,0.0,0,Leilian,レリアン,0,28645.32786885246,Extremely High,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,21.0,24.7,18.6,10.0,0.3,曇一時雨,曇一時晴,,
2021-09-05,11500,1000.0,0,BURBERRY,バーバリー,0,23934.85714285714,Extremely High,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,21.0,24.7,18.6,10.0,0.3,曇一時雨,曇一時晴,,
2021-09-06,133550,66775.0,0,ISSEY MIYAKE,イッセイミヤケ,0,32955.625,Extremely High,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,19.9,21.8,18.1,8.5,0.0,曇時々雨,曇後晴,,
2021-09-06,15650,0.0,0,INDIVI,インディヴィ,0,15133.045454545454,Very High,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,19.9,21.8,18.1,8.5,0.0,曇時々雨,曇後晴,,
2021-09-06,133550,66775.0,0,HERMES,エルメス,0,133550.0,Extremely High,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,19.9,21.8,18.1,8.5,0.0,曇時々雨,曇後晴,,
2021-09-06,133550,66775.0,0,YVESSAINTLAURENT,イヴサンローラン,0,30189.153846153848,Extremely High,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,19.9,21.8,18.1,8.5,0.0,曇時々雨,曇後晴,,
2021-09-06,133550,66775.0,0,CHANEL,シャネル,0,94800.0,Extremely High,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,19.9,21.8,18.1,8.5,0.0,曇時々雨,曇後晴,,
2021-09-06,133550,66775.0,0,PLEATS PLEASE,プリーツプリーズ,0,29320.909090909092,Extremely High,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,19.9,21.8,18.1,8.5,0.0,曇時々雨,曇後晴,,
2021-09-06,133550,66775.0,0,JIL SANDER,ジルサンダー,0,85775.0,Extremely High,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,19.9,21.8,18.1,8.5,0.0,曇時々雨,曇後晴,,
2021-09-06,133550,66775.0,0,GIVENCHY,ジバンシー,0,33216.555555555555,Extremely High,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,19.9,21.8,18.1,8.5,0.0,曇時々雨,曇後晴,,
2021-09-06,133550,66775.0,0,Louis Feraud,ルイフェロー,0,42925.0,Extremely High,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,19.9,21.8,18.1,8.5,0.0,曇時々雨,曇後晴,,
2021-09-06,133550,66775.0,0,MICHEL KLEIN,ミッシェルクラン,0,74275.0,Extremely High,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,19.9,21.8,18.1,8.5,0.0,曇時々雨,曇後晴,,
2021-09-06,11250,0.0,0,TO BE CHIC,トゥービーシック,0,18028.125,Very High,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,19.9,21.8,18.1,8.5,0.0,曇時々雨,曇後晴,,
2021-09-06,133550,66775.0,0,Theory,セオリー,0,19862.8,Very High,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,19.9,21.8,18.1,8.5,0.0,曇時々雨,曇後晴,,
2021-09-07,22000,2000.0,0,TOKYO SOIR,東京ソワール,0,21574.64406779661,Extremely High,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,20.4,24.4,16.8,0.0,4.0,曇一時晴,薄曇,,
2021-09-07,33000,16500.0,0,Max Mara,マックスマーラ,0,19558.70731707317,Very High,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,20.4,24.4,16.8,0.0,4.0,曇一時晴,薄曇,,
2021-09-07,12100,0.0,0,TRANS WORK,トランスワーク,0,10585.9,High,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,20.4,24.4,16.8,0.0,4.0,曇一時晴,薄曇,,
2021-09-07,22150,0.0,0,YVESSAINTLAURENT,イヴサンローラン,0,30189.153846153848,Extremely High,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,20.4,24.4,16.8,0.0,4.0,曇一時晴,薄曇,,
2021-09-08,31400,15700.0,0,COSA NOSTRA,コーザノストラ,0,19633.333333333332,Very High,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,20.3,25.0,16.9,0.5,1.9,曇後雨,曇時々雨,,
2021-09-09,4100,200.0,0,Otto,オットー,0,14946.153846153846,High,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,20.5,22.5,18.3,14.0,0.0,雨後時々曇,曇一時晴,,
2021-09-10,76250,38125.0,0,ANAYI,アナイ,0,18055.833333333332,Very High,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,24.8,30.0,20.6,0.0,7.4,晴一時曇,晴時々曇一時雨,,
2021-09-10,16900,1000.0,0,ANTONETTE,アントネッティ,0,16900.0,Very High,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,24.8,30.0,20.6,0.0,7.4,晴一時曇,晴時々曇一時雨,,
2021-09-10,76250,38125.0,0,EPOCA,エポカ,0,43770.0,Extremely High,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,24.8,30.0,20.6,0.0,7.4,晴一時曇,晴時々曇一時雨,,
2021-09-10,15500,1000.0,0,salvatore ferragamo,サルヴァトーレフェラガモ,0,15500.0,Very High,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,24.8,30.0,20.6,0.0,7.4,晴一時曇,晴時々曇一時雨,,
2021-09-10,56050,28025.0,0,CHANEL,シャネル,0,94800.0,Extremely High,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,24.8,30.0,20.6,0.0,7.4,晴一時曇,晴時々曇一時雨,,
2021-09-10,56050,28025.0,0,jun ashida,ジュンアシダ,0,23533.03846153846,Extremely High,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,24.8,30.0,20.6,0.0,7.4,晴一時曇,晴時々曇一時雨,,
2021-09-10,56050,28025.0,0,jun ashida,ジュンアシダ,0,23533.03846153846,Extremely High,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,24.8,30.0,20.6,0.0,7.4,晴一時曇,晴時々曇一時雨,,
2021-09-10,76250,38125.0,0,Harrods,ハロッズ,0,25392.85714285714,Extremely High,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,24.8,30.0,20.6,0.0,7.4,晴一時曇,晴時々曇一時雨,,
2021-09-10,76250,38125.0,0,PROPORTION BODY DRESSING,プロポーションボディドレッシング,0,49450.0,Extremely High,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,24.8,30.0,20.6,0.0,7.4,晴一時曇,晴時々曇一時雨,,
2021-09-10,30000,15000.0,0,Max Mara,マックスマーラ,0,19558.70731707317,Very High,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,24.8,30.0,20.6,0.0,7.4,晴一時曇,晴時々曇一時雨,,
2021-09-10,30450,15225.0,0,Leilian,レリアン,0,28645.32786885246,Extremely High,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,24.8,30.0,20.6,0.0,7.4,晴一時曇,晴時々曇一時雨,,
2021-09-10,30450,15225.0,0,Leilian,レリアン,0,28645.32786885246,Extremely High,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,24.8,30.0,20.6,0.0,7.4,晴一時曇,晴時々曇一時雨,,
2021-09-10,47100,23550.0,0,Leilian,レリアン,0,28645.32786885246,Extremely High,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,24.8,30.0,20.6,0.0,7.4,晴一時曇,晴時々曇一時雨,,
2021-09-10,76250,38125.0,0,TOCCA,トッカ,0,37533.333333333336,Extremely High,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,24.8,30.0,20.6,0.0,7.4,晴一時曇,晴時々曇一時雨,,
2021-09-10,56050,28025.0,0,PROPORTION BODY DRESSING,プロポーションボディドレッシング,0,49450.0,Extremely High,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,24.8,30.0,20.6,0.0,7.4,晴一時曇,晴時々曇一時雨,,
2021-09-11,62400,31200.0,0,Yohji Yamamoto,ヨウジヤマモト,0,23566.833333333332,Extremely High,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,25.0,29.1,22.7,0.0,1.2,曇時々雨,曇時々雨,,
2021-09-16,19800,0.0,0,VALENZA,バレンザ,0,13835.25,High,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,22.3,27.4,19.4,0.0,3.7,晴時々曇,晴後曇一時雨,,
2021-09-16,25300,2530.0,0,GERARD DAREL,ジェラールダレル,0,19474.5,Very High,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,22.3,27.4,19.4,0.0,3.7,晴時々曇,晴後曇一時雨,,
2021-09-20,28400,11076.0,0,jun ashida,ジュンアシダ,1,23533.03846153846,Extremely High,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,22.4,28.3,17.8,0.0,11.8,快晴,晴一時曇,,
2021-09-23,36800,14352.0,0,HARDY AMIES,ハーディエイミス,1,34243.625,Extremely High,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,26.6,31.7,22.9,0.0,9.3,晴,晴時々曇,,
2021-09-25,17000,0.0,0,PLST,プラステ,0,11814.6,High,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,22.1,24.5,20.3,0.0,0.3,曇,曇時々晴,,
2021-09-26,19000,0.0,0,Leilian,レリアン,0,28645.32786885246,Extremely High,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,19.9,21.3,18.2,0.0,0.0,曇時々雨,晴一時曇,,
2021-10-01,7420,0.0,600,Thierry Mugler,ティエリーミュグレー,0,7420.0,Medium,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,19.0,21.3,17.2,113.0,0.0,大雨,曇後晴,,
2021-10-02,38500,0.0,0,jun ashida,ジュンアシダ,0,23533.03846153846,Extremely High,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,21.9,30.1,15.2,2.0,10.2,晴,晴一時雨後一時曇、雷を伴う,,
2021-10-05,18000,1000.0,0,Sannezaka,三年坂,0,19371.875,Very High,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,23.9,29.1,19.3,0.0,9.9,晴後薄曇,薄曇後晴,,
2021-10-05,19000,0.0,0,INGEBORG,インゲボルグ,0,13653.333333333334,High,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,23.9,29.1,19.3,0.0,9.9,晴後薄曇,薄曇後晴,,
2021-10-08,7750,0.0,600,ZARA,ザラ,0,7560.25,Medium,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,24.2,29.2,20.2,0.0,9.2,晴,晴,,
2021-10-10,27900,0.0,0,Leilian,レリアン,0,28645.32786885246,Extremely High,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,22.2,26.7,19.7,0.0,4.5,曇一時雨後晴,晴,,
2021-10-10,18500,1000.0,0,FENDI,フェンディ,0,29233.666666666668,Extremely High,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,22.2,26.7,19.7,0.0,4.5,曇一時雨後晴,晴,,
2021-10-15,15950,0.0,0,LESTERA,レステラ,0,11725.0,High,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,20.7,25.4,16.6,0.0,7.0,晴,晴後曇,,
2021-10-16,6000,0.0,0,CORDIER,コルディア,0,8532.625,Medium,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,21.0,23.2,18.9,0.5,0.3,曇一時雨,曇一時雨,,
2021-10-18,11880,594.0,0,HARMONICA,ハーモニカ,0,10819.888888888889,High,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,13.6,18.8,9.2,0.0,9.4,晴,曇一時晴,,
2021-10-21,17200,0.0,0,Itariya,伊太利屋,0,15773.719298245614,Very High,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,15.4,19.3,12.3,0.0,4.6,曇時々晴,曇後雨,,
2021-10-22,28700,0.0,0,LANDS'END,ランズエンド,0,13220.0,High,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,11.2,15.3,10.2,9.5,0.0,雨,雨後晴一時曇,,
2021-10-22,28700,0.0,0,Calvin Klein,カルバン・クライン,0,15341.666666666666,Very High,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,11.2,15.3,10.2,9.5,0.0,雨,雨後晴一時曇,,
2021-10-24,34000,0.0,0,Diagram GRACE CONTINENTAL,ダイアグラムグレースコンチネンタル,0,25540.0,Extremely High,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,13.4,19.5,7.9,0.0,9.3,晴一時薄曇,曇時々晴,,
2021-10-24,15200,0.0,0,ANAYI,アナイ,0,18055.833333333332,Very High,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,13.4,19.5,7.9,0.0,9.3,晴一時薄曇,曇時々晴,,
2021-10-26,13200,1000.0,0,sekine,セキネ,0,8810.0,Medium,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,15.0,20.4,11.2,30.0,6.0,晴一時雨,晴,,
2021-10-26,25400,0.0,0,YUMA KOSHINO,ユマコシノ,0,31900.0,Extremely High,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,15.0,20.4,11.2,30.0,6.0,晴一時雨,晴,,
2021-10-28,19000,0.0,0,Ralph Lauren,ラルフ ローレン,0,13285.0,High,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,17.6,23.0,13.7,0.5,9.7,快晴,晴,,
2021-10-29,16200,0.0,0,JUNKO SHIMADA,ジュンコシマダ,0,16290.0,Very High,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,15.3,20.0,10.9,0.0,9.6,快晴,快晴,,
2021-10-29,16500,0.0,0,Leilian,レリアン,0,28645.32786885246,Extremely High,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,15.3,20.0,10.9,0.0,9.6,快晴,快晴,,
2021-10-30,14800,1000.0,0,OTTIMO BRACCIO,オッティモブラッチオ,0,21799.5,Extremely High,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,14.5,20.4,9.5,0.0,9.6,晴,晴後曇,,
2021-11-03,24200,0.0,0,Topys,トピィーズ,1,13859.8,High,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,17.1,22.1,13.5,0.0,8.0,晴時々曇,晴,,
2021-11-04,9000,0.0,0,COMME CA ISM,コムサイズム,0,9857.5,Medium,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,15.5,20.3,11.6,0.0,8.2,晴後薄曇,晴,,
2021-11-04,21000,6300.0,0,NIJYUSANKU,23区,0,12000.307692307691,High,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,15.5,20.3,11.6,0.0,8.2,晴後薄曇,晴,,
2021-11-05,23900,7170.0,0,UNITED ARROWS,ユナイテッドアローズ,0,10606.0,High,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,15.3,20.3,11.5,0.0,9.3,快晴,快晴,,
2021-11-06,31000,2000.0,0,DOLCE&GABBANA ,ドルチェ＆ガッバーナ,0,17520.0,Very High,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,14.9,19.6,10.6,0.0,8.8,晴一時薄曇,曇,,
