,OrderTime,Brand,TotalPrice,Brand_Price_Range_Very Low,Brand_Price_Range_Low,Brand_Price_Range_Medium,Brand_Price_Range_High,Brand_Price_Range_Very High,Brand_Price_Range_Extremely High
1191,2022-11-27 00:00:00,シャミー,11000,0,1,0,0,0,0
1186,2022-11-28 00:00:00,シャミーヴィ,16590,0,0,1,0,0,0
1187,2022-11-28 00:00:00,ラルフローレン,16590,0,0,1,0,0,0
1189,2022-11-28 00:00:00,ノーブランド,3280,0,1,0,0,0,0
1188,2022-11-28 00:00:00,シャミーヴィ,16590,0,0,1,0,0,0
1185,2022-11-30 00:00:00,オサムマエダ,15400,0,0,0,1,0,0
1184,2022-12-03 00:00:00,ピノーレ,15799,0,1,0,0,0,0
1183,2022-12-03 00:00:00,ヴォイスメール,8300,0,1,0,0,0,0
1182,2022-12-03 00:00:00,ノーブランド,3280,0,1,0,0,0,0
1163,2022-12-04 00:00:00,23区,5900,0,0,1,0,0,0
1162,2022-12-04 00:00:00,チェスティ,13000,0,0,1,0,0,0
1161,2022-12-04 00:00:00,23区,4550,0,0,1,0,0,0
1160,2022-12-04 00:00:00,エムズグレイシー,13400,0,0,0,0,1,0
1159,2022-12-04 00:00:00,HOUSE OF LOTUS,9000,0,1,0,0,0,0
1158,2022-12-04 00:00:00,ロイスクレヨン,5500,0,1,0,0,0,0
1153,2022-12-04 00:00:00,バーバリー,41750,0,0,0,0,0,1
1155,2022-12-04 00:00:00,レリアン,41750,0,0,0,0,0,1
1154,2022-12-04 00:00:00,レリアン,41750,0,0,0,0,0,1
1164,2022-12-04 00:00:00,バーバリー,10500,0,0,0,0,0,1
1152,2022-12-04 00:00:00,バーバリーゴルフ,34680,0,0,1,0,0,0
1151,2022-12-04 00:00:00,ソニアリキエル,6000,0,1,0,0,0,0
1150,2022-12-04 00:00:00,ちぐさボーベル,11000,0,0,0,0,1,0
1156,2022-12-04 00:00:00,フラボア,2650,1,0,0,0,0,0
1165,2022-12-04 00:00:00,エル,3350,0,1,0,0,0,0
1157,2022-12-04 00:00:00,レリアン,16250,0,0,0,0,0,1
1167,2022-12-04 00:00:00,オールドイングランド,34680,0,0,0,1,0,0
1166,2022-12-04 00:00:00,コムデギャルソン,16300,0,0,0,0,1,0
1180,2022-12-04 00:00:00,ラルフローレン,34680,0,0,1,0,0,0
1179,2022-12-04 00:00:00,ランバン,34680,0,0,0,0,0,1
1177,2022-12-04 00:00:00,ノーブランド,3280,0,1,0,0,0,0
1176,2022-12-04 00:00:00,ノコオーノ,2520,0,0,0,0,0,1
1175,2022-12-04 00:00:00,レリアン,9450,0,0,0,0,0,1
1174,2022-12-04 00:00:00,イヴサンローラン,16100,0,0,0,0,0,1
1178,2022-12-04 00:00:00,ノーブランド,3280,0,1,0,0,0,0
1173,2022-12-04 00:00:00,ラルフローレン,34680,0,0,1,0,0,0
1172,2022-12-04 00:00:00,ノーブランド,3280,0,1,0,0,0,0
1171,2022-12-04 00:00:00,レジアンス,15800,0,0,0,1,0,0
1170,2022-12-04 00:00:00,インディヴィ,8250,0,0,0,1,0,0
1169,2022-12-04 00:00:00,ザラ,8250,0,1,0,0,0,0
1181,2022-12-04 00:00:00,レリアン,7400,0,0,0,0,0,1
1168,2022-12-04 00:00:00,ダックス,6500,0,0,0,1,0,0
1136,2022-12-05 00:00:00,イヴサンローラン,21250,0,0,0,0,0,1
1135,2022-12-05 00:00:00,ローラアシュレイ,5400,0,0,0,1,0,0
1134,2022-12-05 00:00:00,ファーバッグ,3280,1,0,0,0,0,0
1133,2022-12-05 00:00:00,マックスマーラ,8350,0,0,0,1,0,0
1131,2022-12-05 00:00:00,ユーバイウンガロ,16610,0,0,0,1,0,0
1130,2022-12-05 00:00:00,ローラアシュレイ,6199,0,0,0,1,0,0
1129,2022-12-05 00:00:00,イヴサンローラン,20150,0,0,0,0,0,1
1137,2022-12-05 00:00:00,ソニアリキエル,21250,0,1,0,0,0,0
1132,2022-12-05 00:00:00,レオナール,30000,0,0,0,0,0,1
1138,2022-12-05 00:00:00,Leur Maniere,5000,1,0,0,0,0,0
1145,2022-12-05 00:00:00,シップス,7900,0,1,0,0,0,0
1140,2022-12-05 00:00:00,アイグナー,14000,0,0,0,1,0,0
1141,2022-12-05 00:00:00,タケオニシダ,17490,0,0,0,0,0,1
1142,2022-12-05 00:00:00,伊太利屋,8000,0,0,0,1,0,0
1143,2022-12-05 00:00:00,スキャパ,11000,0,0,0,1,0,0
1144,2022-12-05 00:00:00,スキャパ,9100,0,0,0,1,0,0
1146,2022-12-05 00:00:00,ノーブランド,3280,0,1,0,0,0,0
1147,2022-12-05 00:00:00,アナイ,2870,0,0,0,0,1,0
1148,2022-12-05 00:00:00,ボールジー,12350,0,0,0,1,0,0
1149,2022-12-05 00:00:00,マイケルコース,9450,0,0,0,1,0,0
1139,2022-12-05 00:00:00,スペッチオ,20150,0,0,1,0,0,0
1124,2022-12-06 00:00:00,ダーマコレクション,3350,0,0,1,0,0,0
1125,2022-12-06 00:00:00,詩仙堂,22500,0,0,0,1,0,0
1127,2022-12-06 00:00:00,スコッチハウス,6080,0,1,0,0,0,0
1128,2022-12-06 00:00:00,アミアンハウス,9500,0,1,0,0,0,0
1126,2022-12-06 00:00:00,ファーバッグ,3280,1,0,0,0,0,0
1123,2022-12-07 00:00:00,レリアン,10500,0,0,0,0,0,1
1122,2022-12-07 00:00:00,東京ソワール,10045,0,0,0,0,1,0
1121,2022-12-07 00:00:00,ガイガー,12900,0,0,1,0,0,0
1120,2022-12-07 00:00:00,モンデルベ,28900,0,0,0,0,0,1
1119,2022-12-08 00:00:00,ディア,13400,0,0,1,0,0,0
1118,2022-12-08 00:00:00,CRESENDO,20500,0,0,0,0,1,0
1117,2022-12-08 00:00:00,ソワールベニール,8900,0,1,0,0,0,0
1116,2022-12-08 00:00:00,カーラ,49000,0,0,0,0,0,1
1115,2022-12-08 00:00:00,ランセル,12900,0,0,1,0,0,0
1114,2022-12-08 00:00:00,ボディドレッシングデラックス,17600,0,0,1,0,0,0
1111,2022-12-09 00:00:00,プラステ,10500,0,0,1,0,0,0
1113,2022-12-09 00:00:00,ファーバッグ,3280,1,0,0,0,0,0
1112,2022-12-09 00:00:00,ファーバッグ,3280,1,0,0,0,0,0
1090,2022-12-10 00:00:00,インディヴィ,6100,0,0,0,1,0,0
1091,2022-12-10 00:00:00,ノーブランド,3280,0,1,0,0,0,0
1092,2022-12-10 00:00:00,レリアン,11250,0,0,0,0,0,1
1093,2022-12-10 00:00:00,ファーバッグ,6560,1,0,0,0,0,0
1094,2022-12-10 00:00:00,ノーブランド,3280,0,1,0,0,0,0
1099,2022-12-10 00:00:00,サルヴァトーレフェラガモ,36600,0,0,0,0,0,1
1096,2022-12-10 00:00:00,バーバリー,19150,0,0,0,0,0,1
1098,2022-12-10 00:00:00,ラルフローレン,8000,0,0,1,0,0,0
1100,2022-12-10 00:00:00,エンポリオアルマーニ,36600,0,0,0,0,0,1
1095,2022-12-10 00:00:00,ヨシエイナバ,19150,0,0,1,0,0,0
1102,2022-12-10 00:00:00,ノーブランド,3280,0,1,0,0,0,0
1101,2022-12-10 00:00:00,東京ソワール,36600,0,0,0,0,1,0
1110,2022-12-10 00:00:00,アンタイトル,7390,0,0,1,0,0,0
1109,2022-12-10 00:00:00,ピエールカルダン,10000,0,0,0,1,0,0
1108,2022-12-10 00:00:00,ファーバッグ,3280,1,0,0,0,0,0
1107,2022-12-10 00:00:00,ノーブランド,3280,0,1,0,0,0,0
1097,2022-12-10 00:00:00,レリアン,19150,0,0,0,0,0,1
1105,2022-12-10 00:00:00,ユナイテッドアローズ,3925,0,0,1,0,0,0
1104,2022-12-10 00:00:00,ファーバッグ,3280,1,0,0,0,0,0
1106,2022-12-10 00:00:00,銀座マギー,6750,0,0,0,1,0,0
1103,2022-12-10 00:00:00,トクコプルミエヴォル,12400,0,0,1,0,0,0
1089,2022-12-11 00:00:00,ランバン,12880,0,0,0,0,0,1
1088,2022-12-12 00:00:00,リフレクト,6551,0,0,1,0,0,0
1087,2022-12-12 00:00:00,銀座和光,12800,0,0,0,0,0,1
1086,2022-12-13 00:00:00,エル・ジュネ,6810,0,1,0,0,0,0
1084,2022-12-14 00:00:00,プリングル1815,20500,0,0,0,0,1,0
1085,2022-12-14 00:00:00,パリエンヌ,8540,0,0,1,0,0,0
1083,2022-12-15 00:00:00,マックスマーラ,24800,0,0,0,1,0,0
1082,2022-12-15 00:00:00,イネド,11800,0,0,1,0,0,0
1081,2022-12-15 00:00:00,セオリー,8300,0,0,0,0,1,0
1080,2022-12-17 00:00:00,カルバンクライン,10800,0,0,0,1,0,0
1079,2022-12-18 00:00:00,パリエンヌ,11550,0,0,1,0,0,0
1078,2022-12-18 00:00:00,ナチュラルビューティー,18800,0,0,0,1,0,0
1077,2022-12-19 00:00:00,ブルーレーベルクレストブリッジ,12900,0,0,1,0,0,0
1076,2022-12-20 00:00:00,ノーブランド,3980,0,1,0,0,0,0
1075,2022-12-22 00:00:00,トランスワーク,10310,0,0,1,0,0,0
1074,2022-12-22 00:00:00,ザラ,10310,0,1,0,0,0,0
1073,2022-12-22 00:00:00,アイシービー,8400,0,0,0,0,1,0
1072,2022-12-22 00:00:00,スキャパ,15899,0,0,0,1,0,0
1071,2022-12-22 00:00:00,アーバンリサーチ,20020,0,0,0,0,1,0
1070,2022-12-23 00:00:00,ダーマコレクション,15180,0,0,1,0,0,0
1063,2022-12-24 00:00:00,シリリュス,38500,0,0,0,0,0,1
1062,2022-12-24 00:00:00,フレイアイディー,38500,0,0,0,0,0,1
1064,2022-12-24 00:00:00,ピエールカルダン,7399,0,0,0,1,0,0
1069,2022-12-24 00:00:00,オネイロス,38500,0,0,0,0,0,1
1066,2022-12-24 00:00:00,スペッチオ,38500,0,0,1,0,0,0
1068,2022-12-24 00:00:00,スマートピンク,38500,0,0,0,0,1,0
1065,2022-12-24 00:00:00,ユニクロ,8200,0,1,0,0,0,0
1067,2022-12-24 00:00:00,イエナスローブ,38500,0,0,0,0,0,1
1061,2022-12-25 00:00:00,ビースリー,5500,0,1,0,0,0,0
1060,2022-12-26 00:00:00,オフオン,4700,1,0,0,0,0,0
1059,2022-12-26 00:00:00,バーバリー,11286,0,0,0,0,0,1
1058,2022-12-27 00:00:00,ドゥクラッセ,11000,0,1,0,0,0,0
1046,2022-12-28 00:00:00,マドモアゼルノンノン,6125,0,1,0,0,0,0
1047,2022-12-28 00:00:00,オンワード,7450,0,1,0,0,0,0
1048,2022-12-28 00:00:00,東京ソワール,15000,0,0,0,0,1,0
1049,2022-12-28 00:00:00,ウェークエンド,9000,0,1,0,0,0,0
1051,2022-12-28 00:00:00,Il Suffit,11000,0,0,1,0,0,0
1050,2022-12-28 00:00:00,Il Suffit,11000,0,0,1,0,0,0
1053,2022-12-28 00:00:00,タケオニシダ,11900,0,0,0,0,0,1
1054,2022-12-28 00:00:00,スペッチオ,5500,0,0,1,0,0,0
1055,2022-12-28 00:00:00,オットー,7000,0,0,1,0,0,0
1056,2022-12-28 00:00:00,プライオリティー,3750,1,0,0,0,0,0
1057,2022-12-28 00:00:00,アクアスキュータム,3650,0,0,0,0,1,0
1052,2022-12-28 00:00:00,ヒロコビス,5900,0,0,1,0,0,0
1045,2022-12-29 00:00:00,クードシャンス,8000,0,0,1,0,0,0
1044,2022-12-29 00:00:00,ピッコーネ,6200,0,1,0,0,0,0
1043,2022-12-30 00:00:00,スペッチオ,9600,0,0,1,0,0,0
1042,2022-12-30 00:00:00,イッセイミヤケ,8850,0,0,0,0,1,0
1041,2022-12-30 00:00:00,レリアン,18700,0,0,0,0,0,1
1040,2022-12-30 00:00:00,レリアン,8600,0,0,0,0,0,1
1037,2022-12-31 00:00:00,アンタイトル,7390,0,0,1,0,0,0
1036,2022-12-31 00:00:00,ダーマコレクション,15800,0,0,1,0,0,0
1039,2022-12-31 00:00:00,ミスクロエ,10100,0,0,1,0,0,0
1038,2022-12-31 00:00:00,レコパン,10100,0,0,1,0,0,0
1035,2023-01-01 00:00:00,ラピーヌルージュ,27750,0,0,0,0,0,1
1034,2023-01-01 00:00:00,伊太利屋,27750,0,0,0,1,0,0
1033,2023-01-01 00:00:00,ちぐさボーベル,27750,0,0,0,0,1,0
1032,2023-01-02 00:00:00,ザジャンプ,15000,0,0,1,0,0,0
1031,2023-01-02 00:00:00,Nora Grandi,14400,0,0,1,0,0,0
1030,2023-01-02 00:00:00,バルマン,15000,0,0,1,0,0,0
1025,2023-01-03 00:00:00,三喜商事,8170,0,1,0,0,0,0
1026,2023-01-03 00:00:00,レリアン,8170,0,0,0,0,0,1
1028,2023-01-03 00:00:00,ブルーベル,7400,0,1,0,0,0,0
1029,2023-01-03 00:00:00,ジュンアシダ,6650,0,0,0,0,1,0
1027,2023-01-03 00:00:00,レリアン,9500,0,0,0,0,0,1
1024,2023-01-04 00:00:00,23区,11000,0,0,1,0,0,0
1018,2023-01-05 00:00:00,グレースコンチネンタル,5500,0,1,0,0,0,0
1017,2023-01-05 00:00:00,23区,16720,0,0,1,0,0,0
1019,2023-01-05 00:00:00,レジャンス,34100,0,0,0,0,1,0
1022,2023-01-05 00:00:00,ヴィヴィアンタム,8500,0,0,1,0,0,0
1021,2023-01-05 00:00:00,ミューベル,9000,0,1,0,0,0,0
1023,2023-01-05 00:00:00,ソニアリキエル,6500,0,1,0,0,0,0
1020,2023-01-05 00:00:00,伊太利屋,2240,0,0,0,1,0,0
1016,2023-01-06 00:00:00,東京ソワール,6100,0,0,0,0,1,0
1015,2023-01-06 00:00:00,ユキトリイ,38950,0,0,0,0,1,0
1014,2023-01-06 00:00:00,リフレクト,6080,0,0,1,0,0,0
1013,2023-01-06 00:00:00,東京イギン,15000,0,0,0,0,0,1
1012,2023-01-06 00:00:00,自由区,4750,0,0,1,0,0,0
1011,2023-01-06 00:00:00,ノーブランド,3980,0,1,0,0,0,0
1010,2023-01-06 00:00:00,クロエ,38950,0,0,0,0,1,0
1006,2023-01-07 00:00:00,コムサイズム,8950,0,1,0,0,0,0
1007,2023-01-07 00:00:00,フィットミーモア,22990,0,0,0,0,1,0
1009,2023-01-07 00:00:00,伊太利屋,22990,0,0,0,1,0,0
1008,2023-01-07 00:00:00,伊太利屋,22990,0,0,0,1,0,0
1005,2023-01-08 00:00:00,レリアン,16250,0,0,0,0,0,1
1004,2023-01-09 00:00:00,ベラドンナ,24800,0,0,0,0,1,0
1003,2023-01-09 00:00:00,マックスマーラ,16900,0,0,0,1,0,0
1002,2023-01-09 00:00:00,アトリエ雅,4400,1,0,0,0,0,0
1001,2023-01-09 00:00:00,22オクトーブル,11815,0,1,0,0,0,0
1000,2023-01-09 00:00:00,コージワタナベ,11815,0,0,1,0,0,0
988,2023-01-10 00:00:00,ビースリー,5200,0,1,0,0,0,0
989,2023-01-10 00:00:00,マックスマーラ,21100,0,0,0,1,0,0
990,2023-01-10 00:00:00,エストネーション,10000,0,1,0,0,0,0
991,2023-01-10 00:00:00,DERRI,33200,0,0,0,0,0,1
992,2023-01-10 00:00:00,ロシャス,33200,0,0,0,0,1,0
995,2023-01-10 00:00:00,アリスバーリー,8600,0,0,0,1,0,0
996,2023-01-10 00:00:00,ハーモニカ,7250,0,0,1,0,0,0
997,2023-01-10 00:00:00,ロペ,22600,0,1,0,0,0,0
998,2023-01-10 00:00:00,ホワイトジョーラ,22600,0,0,0,0,1,0
999,2023-01-10 00:00:00,慈雨,8900,0,0,1,0,0,0
994,2023-01-10 00:00:00,ブルーベル,8600,0,1,0,0,0,0
993,2023-01-10 00:00:00,ナチュラルビューティー,22600,0,0,0,1,0,0
987,2023-01-11 00:00:00,アイシービー,47950,0,0,0,0,1,0
986,2023-01-11 00:00:00,ちぐさボーベル,23000,0,0,0,0,1,0
985,2023-01-11 00:00:00,SERAFINO,47950,0,0,0,0,0,1
984,2023-01-11 00:00:00,アリスバーリー,47950,0,0,0,1,0,0
983,2023-01-11 00:00:00,タケオニシダ,47950,0,0,0,0,0,1
982,2023-01-12 00:00:00,リファンネ,26800,0,0,0,0,0,1
981,2023-01-13 00:00:00,23区,7500,0,0,1,0,0,0
978,2023-01-14 00:00:00,レキップ,6900,0,1,0,0,0,0
980,2023-01-14 00:00:00,タバサ,7400,0,1,0,0,0,0
979,2023-01-14 00:00:00,エヴェックスバイクリツィア,12500,0,0,0,1,0,0
977,2023-01-15 00:00:00,ユマコシノ,38400,0,0,0,0,0,1
976,2023-01-15 00:00:00,アニエスベー,38400,0,0,1,0,0,0
975,2023-01-16 00:00:00,トランテアン,5900,0,1,0,0,0,0
974,2023-01-16 00:00:00,バナナリパプリック,6100,0,1,0,0,0,0
973,2023-01-18 00:00:00,バーバリー,16800,0,0,0,0,0,1
970,2023-01-19 00:00:00,セオリー,8300,0,0,0,0,1,0
972,2023-01-19 00:00:00,ファーバッグ,3980,1,0,0,0,0,0
971,2023-01-19 00:00:00,ダックス,10990,0,0,0,1,0,0
969,2023-01-20 00:00:00,レリアン,38500,0,0,0,0,0,1
968,2023-01-20 00:00:00,ノーブランド,3980,0,1,0,0,0,0
967,2023-01-21 00:00:00,レリアン,58500,0,0,0,0,0,1
966,2023-01-21 00:00:00,レリアン,58500,0,0,0,0,0,1
965,2023-01-21 00:00:00,レリアン,58500,0,0,0,0,0,1
959,2023-01-22 00:00:00,ちぐさボーベル,44000,0,0,0,0,1,0
960,2023-01-22 00:00:00,ビスケー,44000,0,0,0,0,1,0
964,2023-01-22 00:00:00,エジェリ,8300,0,1,0,0,0,0
962,2023-01-22 00:00:00,伊太利屋,10401,0,0,0,1,0,0
963,2023-01-22 00:00:00,スコッチハウス,8300,0,1,0,0,0,0
961,2023-01-22 00:00:00,ラルフローレン,6100,0,0,1,0,0,0
958,2023-01-23 00:00:00,バーバリー,65010,0,0,0,0,0,1
957,2023-01-23 00:00:00,レリアン,86110,0,0,0,0,0,1
956,2023-01-23 00:00:00,レリアン,86110,0,0,0,0,0,1
955,2023-01-23 00:00:00,レリアン,86110,0,0,0,0,0,1
954,2023-01-23 00:00:00,伊太利屋,7200,0,0,0,1,0,0
953,2023-01-24 00:00:00,バーバリー,68300,0,0,0,0,0,1
952,2023-01-24 00:00:00,銀座マギー,24000,0,0,0,1,0,0
951,2023-01-24 00:00:00,イッセイミヤケ,68300,0,0,0,0,1,0
950,2023-01-25 00:00:00,レリアン,60000,0,0,0,0,0,1
948,2023-01-25 00:00:00,ピエールカルダン,42300,0,0,0,1,0,0
949,2023-01-25 00:00:00,ナチュラルビューティーベーシック,42300,0,0,0,0,0,1
946,2023-01-26 00:00:00,エムズグレイシー,43000,0,0,0,0,1,0
947,2023-01-26 00:00:00,スペッチオ,10800,0,0,1,0,0,0
945,2023-01-26 00:00:00,レリアン,43000,0,0,0,0,0,1
939,2023-01-27 00:00:00,アナイ,10700,0,0,0,0,1,0
940,2023-01-27 00:00:00,レリアン,60800,0,0,0,0,0,1
944,2023-01-27 00:00:00,クードシャンス,6080,0,0,1,0,0,0
942,2023-01-27 00:00:00,レリアン,60800,0,0,0,0,0,1
943,2023-01-27 00:00:00,エル,12800,0,1,0,0,0,0
941,2023-01-27 00:00:00,トゥービーシック,60800,0,0,0,0,1,0
938,2023-01-28 00:00:00,コントワーデコトニエ,19800,0,0,1,0,0,0
937,2023-01-28 00:00:00,ドゥクラッセ,8500,0,1,0,0,0,0
936,2023-01-28 00:00:00,イオコムイオ,32080,0,0,0,0,0,1
935,2023-01-28 00:00:00,ケイコキシ,32080,0,0,0,0,0,1
934,2023-01-29 00:00:00,トゥーシー,6800,0,1,0,0,0,0
933,2023-01-30 00:00:00,辻ヶ花,29480,0,0,0,0,0,1
932,2023-01-30 00:00:00,フランコフェラーロ,5740,0,1,0,0,0,0
929,2023-02-01 00:00:00,バーバリー,12000,0,0,0,0,0,1
931,2023-02-01 00:00:00,ハナエモリ,28800,0,0,1,0,0,0
930,2023-02-01 00:00:00,スペッチオ,19000,0,0,1,0,0,0
928,2023-02-02 00:00:00,トランク,23500,0,0,1,0,0,0
927,2023-02-02 00:00:00,トクコプルミエヴォル,14700,0,0,1,0,0,0
926,2023-02-02 00:00:00,バーバリー,15800,0,0,0,0,0,1
925,2023-02-05 00:00:00,トランク,6000,0,0,1,0,0,0
924,2023-02-05 00:00:00,アツロウタヤマ,22000,0,0,1,0,0,0
923,2023-02-05 00:00:00,レキップ,10401,0,1,0,0,0,0
922,2023-02-08 00:00:00,シビラ,8080,0,0,1,0,0,0
921,2023-02-10 00:00:00,東京スタイル,30000,0,0,0,1,0,0
920,2023-02-10 00:00:00,フォンテーヌクラブ,8800,0,1,0,0,0,0
915,2023-02-12 00:00:00,23区,10399,0,0,1,0,0,0
916,2023-02-12 00:00:00,マーティンキッドマン,12870,0,0,1,0,0,0
917,2023-02-12 00:00:00,ダーマコレクション,16050,0,0,1,0,0,0
918,2023-02-12 00:00:00,プロポーションボディドレッシング,16050,0,0,0,0,0,1
919,2023-02-12 00:00:00,デブレ,16050,0,0,0,1,0,0
914,2023-02-13 00:00:00,リヴォレ,3581,1,0,0,0,0,0
913,2023-02-13 00:00:00,ジュンアシダ,17500,0,0,0,0,1,0
912,2023-02-13 00:00:00,コムデギャルソン,23000,0,0,0,0,1,0
911,2023-02-14 00:00:00,ココラッシー,21200,0,0,0,0,1,0
910,2023-02-14 00:00:00,三年坂,16200,0,0,0,1,0,0
909,2023-02-15 00:00:00,アナトリエ,12000,0,0,1,0,0,0
908,2023-02-16 00:00:00,ナラカミーチェ,17900,0,1,0,0,0,0
907,2023-02-17 00:00:00,マックスマーラ,9400,0,0,0,1,0,0
902,2023-02-18 00:00:00,リリーバーン,22800,0,0,0,0,1,0
903,2023-02-18 00:00:00,エムズグレイシー,35300,0,0,0,0,1,0
904,2023-02-18 00:00:00,エムズグレイシー,35300,0,0,0,0,1,0
905,2023-02-18 00:00:00,シズカコムロ,24700,0,0,0,1,0,0
906,2023-02-18 00:00:00,セオリーリュクス,9800,0,0,1,0,0,0
901,2023-02-19 00:00:00,リフレクト,18700,0,0,1,0,0,0
900,2023-02-19 00:00:00,クードシャンス,12800,0,0,1,0,0,0
899,2023-02-19 00:00:00,スペッチオ,5600,0,0,1,0,0,0
898,2023-02-19 00:00:00,モガ,10580,0,1,0,0,0,0
889,2023-02-20 00:00:00,ラブリークイーン,24000,0,0,0,0,0,1
890,2023-02-20 00:00:00,マックスマーラ,20000,0,0,0,1,0,0
891,2023-02-20 00:00:00,シャミー,5500,0,1,0,0,0,0
892,2023-02-20 00:00:00,ブリアージュ,6100,0,1,0,0,0,0
888,2023-02-20 00:00:00,チヴィディーニ,10399,0,0,1,0,0,0
894,2023-02-20 00:00:00,斉藤都世子,27000,0,0,0,0,0,1
895,2023-02-20 00:00:00,レリアン,14300,0,0,0,0,0,1
896,2023-02-20 00:00:00,ユキトリイ,31900,0,0,0,0,1,0
893,2023-02-20 00:00:00,ソニアリキエル,3900,0,1,0,0,0,0
897,2023-02-20 00:00:00,ユキトリイ,31900,0,0,0,0,1,0
886,2023-02-21 00:00:00,ルイフェロー,22000,0,0,0,0,0,1
887,2023-02-21 00:00:00,イギン,18700,0,0,0,0,0,1
885,2023-02-23 00:00:00,アンタイトル,12600,0,0,1,0,0,0
884,2023-02-25 00:00:00,ハナエモリ,9400,0,0,1,0,0,0
883,2023-02-26 00:00:00,伊太利屋,15000,0,0,0,1,0,0
882,2023-02-27 00:00:00,ビースリー,5700,0,1,0,0,0,0
881,2023-02-28 00:00:00,LAILA,13800,0,0,1,0,0,0
880,2023-03-01 00:00:00,ミゼール,14600,0,0,0,1,0,0
879,2023-03-03 00:00:00,セブンティ,10280,0,0,1,0,0,0
878,2023-03-03 00:00:00,バーバリー,12800,0,0,0,0,0,1
859,2023-03-04 00:00:00,Mystrada,5500,0,1,0,0,0,0
857,2023-03-04 00:00:00,23区,3850,0,0,1,0,0,0
856,2023-03-04 00:00:00,レリアン,7700,0,0,0,0,0,1
855,2023-03-04 00:00:00,プラステ,10250,0,0,1,0,0,0
854,2023-03-04 00:00:00,イッセイミヤケ,8850,0,0,0,0,1,0
850,2023-03-04 00:00:00,ダナキャラン,6500,0,1,0,0,0,0
852,2023-03-04 00:00:00,東京ソワール,9100,0,0,0,0,1,0
851,2023-03-04 00:00:00,ノーブランド,4400,0,1,0,0,0,0
860,2023-03-04 00:00:00,ロペ,4400,0,1,0,0,0,0
849,2023-03-04 00:00:00,ユキコハナイ,7750,0,0,1,0,0,0
848,2023-03-04 00:00:00,ドゥクラッセ,2900,0,1,0,0,0,0
847,2023-03-04 00:00:00,ハーモニカ,7500,0,0,1,0,0,0
853,2023-03-04 00:00:00,カルヴェン,13500,0,0,0,1,0,0
862,2023-03-04 00:00:00,パドカレ,10750,0,0,1,0,0,0
858,2023-03-04 00:00:00,ユキトリイ,6900,0,0,0,0,1,0
861,2023-03-04 00:00:00,バルマン,10430,0,0,1,0,0,0
863,2023-03-04 00:00:00,マックスマーラ,10750,0,0,0,1,0,0
877,2023-03-04 00:00:00,バーバリー,19600,0,0,0,0,0,1
876,2023-03-04 00:00:00,ユキトリイ,21350,0,0,0,0,1,0
875,2023-03-04 00:00:00,プリーツプリーズ,12400,0,0,0,0,0,1
874,2023-03-04 00:00:00,クロエ,15900,0,0,0,0,1,0
872,2023-03-04 00:00:00,カルバンクライン,11350,0,0,0,1,0,0
871,2023-03-04 00:00:00,レリアン,21350,0,0,0,0,0,1
873,2023-03-04 00:00:00,イッセイミヤケ,12000,0,0,0,0,1,0
869,2023-03-04 00:00:00,カレンミレン,13200,0,0,1,0,0,0
868,2023-03-04 00:00:00,ローラアシュレイ,13200,0,0,0,1,0,0
867,2023-03-04 00:00:00,ブレッケンリッジ,3500,0,1,0,0,0,0
866,2023-03-04 00:00:00,ポールスチュアート,11700,0,0,0,1,0,0
865,2023-03-04 00:00:00,レリアン,18000,0,0,0,0,0,1
864,2023-03-04 00:00:00,斉藤都世子,16000,0,0,0,0,0,1
870,2023-03-04 00:00:00,バーバリー,19500,0,0,0,0,0,1
838,2023-03-05 00:00:00,十仁プラザ,25400,0,0,0,1,0,0
835,2023-03-05 00:00:00,東京ソワール,19100,0,0,0,0,1,0
836,2023-03-05 00:00:00,ヒトシタムラ,11000,0,0,0,0,1,0
837,2023-03-05 00:00:00,ジュンコシマダ,25400,0,0,0,1,0,0
839,2023-03-05 00:00:00,イギン,9300,0,0,0,0,0,1
846,2023-03-05 00:00:00,フォクシー,34000,0,0,0,0,0,1
841,2023-03-05 00:00:00,DIAS,2380,1,0,0,0,0,0
842,2023-03-05 00:00:00,クイーンズコート,5500,0,1,0,0,0,0
843,2023-03-05 00:00:00,東京ソワール,15600,0,0,0,0,1,0
844,2023-03-05 00:00:00,Jean Dore Palais,20700,0,0,0,0,1,0
845,2023-03-05 00:00:00,ポールカ,11000,0,0,1,0,0,0
840,2023-03-05 00:00:00,クリスチャンディオール,15900,0,0,0,1,0,0
825,2023-03-06 00:00:00,マックスマーラ,16150,0,0,0,1,0,0
826,2023-03-06 00:00:00,ニューヨーカー,7000,0,0,1,0,0,0
827,2023-03-06 00:00:00,ボッテガヴェネタ,35000,0,0,0,0,0,1
828,2023-03-06 00:00:00,レリアン,20000,0,0,0,0,0,1
829,2023-03-06 00:00:00,ユキトリイ,6500,0,0,0,0,1,0
834,2023-03-06 00:00:00,バレンザ,10401,0,0,0,1,0,0
833,2023-03-06 00:00:00,イッセイミヤケ,71500,0,0,0,0,1,0
830,2023-03-06 00:00:00,ニューヨーカー,2250,0,0,1,0,0,0
831,2023-03-06 00:00:00,ソワールペルル,11250,0,0,1,0,0,0
832,2023-03-06 00:00:00,ナチュラルビューティー,4700,0,0,0,1,0,0
824,2023-03-07 00:00:00,ヒロコビス,14000,0,0,1,0,0,0
