order_time,season_spring_summer,season_spring_autumn,season_autumn_winter,mall_coupon_discount,ship_charge,precip_mm,sunshine_h,temp_avg_c,total_price,holiday_count,sale_days_rakuten,sale_days_yahoo,cat_accessory_ratio,cat_bottoms_ratio,cat_dress_ratio,cat_other_ratio,cat_outer_ratio,cat_suit_ratio,cat_tops_ratio,tier_extremely_high_ratio,tier_high_ratio,tier_low_ratio,tier_medium_ratio,tier_very_high_ratio,tier_very_low_ratio,week_sin,week_cos,google_trend_古着,google_trend_ラルフローレン,google_trend_バーバリー
2024-12-08,14.0,6.0,32.0,38831,1800,0.0,7.6,10.7,84337,0.0,0,7,0.0,0.288,0.077,0.0,0.442,0.0,0.192,0.173,0.404,0.019,0.212,0.192,0.0,-0.35460488704253595,0.9350162426854147,66.0,51.0,24.0
2024-12-15,3.0,4.0,10.0,9111,600,0.0,7.2,7.3,26535,0.0,0,7,0.0,0.176,0.118,0.0,0.529,0.0,0.176,0.059,0.353,0.059,0.059,0.471,0.0,-0.2393156642875578,0.970941817426052,66.0,52.0,23.0
2024-12-22,2.0,1.0,10.0,6931,2400,0.1,7.9,7.3,25673,0.0,4,7,0.0,0.077,0.077,0.0,0.462,0.0,0.385,0.077,0.231,0.077,0.385,0.231,0.0,-0.12053668025532363,0.992708874098054,63.0,44.0,22.0
2024-12-29,2.0,1.0,2.0,0,0,0.0,7.7,6.9,11681,0.0,4,1,0.0,0.6,0.0,0.0,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.8,0.0,6.432490598706546e-16,1.0,85.0,46.0,23.0
2025-01-05,6.0,7.0,18.0,2000,2400,0.0,6.6,6.3,49032,13.0,0,0,0.0,0.258,0.161,0.032,0.226,0.0,0.323,0.129,0.226,0.065,0.29,0.29,0.0,0.12053668025532305,0.992708874098054,63.0,38.0,17.0
2025-01-12,9.0,2.0,13.0,14500,600,3.6,5.4,5.9,39241,0.0,0,0,0.0,0.292,0.167,0.0,0.375,0.0,0.167,0.167,0.458,0.0,0.25,0.125,0.0,0.23931566428755774,0.970941817426052,69.0,38.0,17.0
2025-01-19,5.0,3.0,6.0,3500,1800,0.0,6.9,5.8,31490,3.0,0,0,0.0,0.143,0.214,0.0,0.429,0.0,0.214,0.357,0.286,0.0,0.143,0.214,0.0,0.3546048870425356,0.9350162426854148,63.0,32.0,16.0
2025-01-26,4.0,0.0,4.0,3000,1800,0.1,7.0,8.3,12800,0.0,0,0,0.0,0.5,0.125,0.0,0.0,0.0,0.375,0.0,0.25,0.0,0.25,0.5,0.0,0.4647231720437685,0.8854560256532099,60.0,33.0,13.0
2025-02-02,3.0,0.0,11.0,3500,1800,0.9,6.3,6.8,31754,0.0,0,0,0.0,0.214,0.143,0.0,0.5,0.0,0.143,0.286,0.286,0.0,0.143,0.286,0.0,0.5680647467311558,0.8229838658936564,60.0,31.0,15.0
2025-02-09,0.0,0.0,4.0,0,0,0.0,6.8,5.0,15177,0.0,0,0,0.0,0.0,0.25,0.0,0.75,0.0,0.0,0.25,0.75,0.0,0.0,0.0,0.0,0.6631226582407952,0.7485107481711011,67.0,34.0,13.0
2025-02-16,0.0,1.0,4.0,0,600,0.0,8.4,7.7,10331,1.0,0,0,0.0,0.4,0.0,0.0,0.4,0.0,0.2,0.0,0.8,0.0,0.0,0.2,0.0,0.7485107481711011,0.6631226582407953,75.0,31.0,13.0
2025-02-23,4.0,0.0,4.0,2000,1200,0.0,7.8,5.4,19810,5.0,0,0,0.0,0.375,0.0,0.0,0.5,0.0,0.125,0.25,0.25,0.0,0.375,0.125,0.0,0.8229838658936564,0.5680647467311559,80.0,35.0,15.0
2025-03-02,3.0,3.0,4.0,1000,4200,0.0,9.6,10.2,14519,1.0,0,2,0.0,0.5,0.0,0.0,0.2,0.0,0.3,0.1,0.4,0.0,0.4,0.1,0.0,0.8854560256532099,0.4647231720437686,60.0,39.0,13.0
2025-03-09,27.0,15.0,19.0,61297,600,9.4,2.9,5.7,230391,0.0,6,7,0.0,0.213,0.098,0.0,0.443,0.016,0.23,0.475,0.148,0.016,0.131,0.23,0.0,0.9350162426854148,0.35460488704253557,64.0,37.0,13.0
2025-03-16,6.0,1.0,2.0,5500,1200,6.4,4.2,10.5,12071,0.0,2,7,0.0,0.444,0.111,0.0,0.111,0.0,0.333,0.0,0.444,0.0,0.444,0.111,0.0,0.970941817426052,0.23931566428755804,76.0,44.0,15.0
2025-03-23,4.0,0.0,2.0,2000,1200,3.8,8.9,11.0,16894,0.0,0,7,0.0,0.0,0.167,0.0,0.5,0.167,0.167,0.167,0.167,0.0,0.333,0.333,0.0,0.992708874098054,0.120536680255323,66.0,41.0,13.0
2025-03-30,6.0,2.0,0.0,2800,1800,2.2,5.6,15.4,13609,0.0,0,7,0.0,0.5,0.0,0.0,0.25,0.0,0.25,0.125,0.375,0.0,0.25,0.25,0.0,1.0,-1.6081226496766364e-16,64.0,36.0,12.0
2025-04-06,3.0,1.0,0.0,0,1200,10.7,4.0,9.8,7839,0.0,0,1,0.0,0.5,0.25,0.0,0.25,0.0,0.0,0.25,0.5,0.0,0.0,0.25,0.0,0.992708874098054,-0.12053668025532288,67.0,34.0,11.0
2025-04-13,3.0,1.0,1.0,0,1200,4.0,5.2,15.1,8167,0.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.2,0.2,0.0,0.9709418174260521,-0.2393156642875575,65.0,36.0,11.0
2025-04-20,2.0,1.0,0.0,0,1200,2.0,9.7,17.0,7800,0.0,0,0,0.0,0.667,0.0,0.0,0.333,0.0,0.0,0.333,0.0,0.0,0.667,0.0,0.0,0.9350162426854148,-0.35460488704253545,65.0,36.0,11.0
